Month-Year,Utility,Utility sub-region,Customer class,Supply type,customers,load,Date
6/1/13,Emera Maine,Maine Public District,Small,Standard offer customers,37185,649.3333333,6/1/13
6/1/13,Emera Maine,Bangor Hydro District,Medium,CEP customers,697,880.7142857,6/1/13
6/1/13,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1033,540.2857143,6/1/13
6/1/13,Central Maine Power,N/A,Large,CEP customers,362,7880.051533,6/1/13
6/1/13,Central Maine Power,N/A,Large,Standard offer customers,36,235.8994333,6/1/13
6/1/13,Central Maine Power,N/A,Medium,CEP customers,5774,3598.8883,6/1/13
6/1/13,Central Maine Power,N/A,Medium,Standard offer customers,6224,2160.2789,6/1/13
6/1/13,Central Maine Power,N/A,Small,CEP customers,203032,4345.607333,6/1/13
6/1/13,Central Maine Power,N/A,Small,Standard offer customers,399366,6516.728733,6/1/13
6/1/13,Emera Maine,Bangor Hydro District,Small,CEP customers,17942,406.5714286,6/1/13
6/1/13,Emera Maine,Bangor Hydro District,Small,Standard offer customers,105394,1807,6/1/13
6/1/13,Emera Maine,Bangor Hydro District,Large,CEP customers,34,868.1428571,6/1/13
6/1/13,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,29.14285714,6/1/13
5/1/13,Emera Maine,Maine Public District,Small,CEP customers,53,6.161290323,5/1/13
5/1/13,Emera Maine,Maine Public District,Small,Standard offer customers,37201,693.1935484,5/1/13
5/1/13,Central Maine Power,N/A,Small,CEP customers,202542,3803.651355,5/1/13
5/1/13,Central Maine Power,N/A,Small,Standard offer customers,399854,5692.714194,5/1/13
5/1/13,Emera Maine,Bangor Hydro District,Small,CEP customers,17835,360.4285714,5/1/13
5/1/13,Emera Maine,Bangor Hydro District,Small,Standard offer customers,105143,1616.428571,5/1/13
5/1/13,Emera Maine,Bangor Hydro District,Medium,CEP customers,788,731.1428571,5/1/13
5/1/13,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1045,449,5/1/13
5/1/13,Central Maine Power,N/A,Large,CEP customers,363,7738.483903,5/1/13
5/1/13,Central Maine Power,N/A,Large,Standard offer customers,37,187.7429032,5/1/13
5/1/13,Emera Maine,Maine Public District,Medium,CEP customers,52,107.5483871,5/1/13
5/1/13,Emera Maine,Maine Public District,Medium,Standard offer customers,131,122.8709677,5/1/13
5/1/13,Central Maine Power,N/A,Medium,CEP customers,5718,3124.33271,5/1/13
5/1/13,Central Maine Power,N/A,Medium,Standard offer customers,6251,1808.209387,5/1/13
5/1/13,Emera Maine,Maine Public District,Large,CEP customers,10,332.8709677,5/1/13
5/1/13,Emera Maine,Maine Public District,Large,Standard offer customers,4,20.38709677,5/1/13
5/1/13,Emera Maine,Bangor Hydro District,Large,CEP customers,34,975.5714286,5/1/13
5/1/13,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,44.71428571,5/1/13
4/1/13,Central Maine Power,N/A,Small,CEP customers,199996,4376.0257,4/1/13
4/1/13,Central Maine Power,N/A,Small,Standard offer customers,402865,6735.575433,4/1/13
4/1/13,Emera Maine,Bangor Hydro District,Large,CEP customers,34,788.4285714,4/1/13
4/1/13,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,145.8571429,4/1/13
4/1/13,Emera Maine,Maine Public District,Medium,CEP customers,52,113.5666667,4/1/13
4/1/13,Emera Maine,Maine Public District,Medium,Standard offer customers,131,133.9,4/1/13
4/1/13,Emera Maine,Bangor Hydro District,Small,CEP customers,17445,368.1428571,4/1/13
4/1/13,Emera Maine,Bangor Hydro District,Small,Standard offer customers,104683,1672.714286,4/1/13
4/1/13,Central Maine Power,N/A,Large,CEP customers,364,8643.718467,4/1/13
4/1/13,Central Maine Power,N/A,Large,Standard offer customers,39,159.4350667,4/1/13
4/1/13,Emera Maine,Maine Public District,Small,CEP customers,53,6.6,4/1/13
4/1/13,Emera Maine,Maine Public District,Small,Standard offer customers,37126,742.6333333,4/1/13
4/1/13,Emera Maine,Maine Public District,Large,CEP customers,10,365.0666667,4/1/13
4/1/13,Emera Maine,Maine Public District,Large,Standard offer customers,4,20.13333333,4/1/13
4/1/13,Emera Maine,Bangor Hydro District,Medium,CEP customers,803,735.1428571,4/1/13
4/1/13,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1013,445.5714286,4/1/13
4/1/13,Central Maine Power,N/A,Medium,CEP customers,5802,3265.382733,4/1/13
4/1/13,Central Maine Power,N/A,Medium,Standard offer customers,6202,1855.726833,4/1/13
3/1/13,Emera Maine,Maine Public District,Small,CEP customers,53,7.129032258,3/1/13
3/1/13,Emera Maine,Maine Public District,Small,Standard offer customers,37121,779.5806452,3/1/13
3/1/13,Central Maine Power,N/A,Large,CEP customers,364,7024.089129,3/1/13
3/1/13,Central Maine Power,N/A,Large,Standard offer customers,38,183.4914839,3/1/13
3/1/13,Emera Maine,Bangor Hydro District,Large,CEP customers,34,771.5714286,3/1/13
3/1/13,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,28.42857143,3/1/13
3/1/13,Emera Maine,Maine Public District,Medium,CEP customers,52,104.0322581,3/1/13
3/1/13,Emera Maine,Maine Public District,Medium,Standard offer customers,131,123.6129032,3/1/13
3/1/13,Central Maine Power,N/A,Small,CEP customers,186230,4069.383226,3/1/13
3/1/13,Central Maine Power,N/A,Small,Standard offer customers,416894,7116.102387,3/1/13
3/1/13,Emera Maine,Maine Public District,Large,CEP customers,10,343,3/1/13
3/1/13,Emera Maine,Maine Public District,Large,Standard offer customers,5,30.83333333,3/1/13
3/1/13,Emera Maine,Bangor Hydro District,Medium,CEP customers,821,759.4285714,3/1/13
3/1/13,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,957,453.5714286,3/1/13
3/1/13,Central Maine Power,N/A,Medium,CEP customers,5800,3136.788,3/1/13
3/1/13,Central Maine Power,N/A,Medium,Standard offer customers,6169,1765.23029,3/1/13
3/1/13,Emera Maine,Bangor Hydro District,Small,CEP customers,17106,391.1428571,3/1/13
3/1/13,Emera Maine,Bangor Hydro District,Small,Standard offer customers,104451,1823.428571,3/1/13
2/1/13,Emera Maine,Bangor Hydro District,Medium,CEP customers,825,818.1428571,2/1/13
2/1/13,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,935,547.4285714,2/1/13
2/1/13,Emera Maine,Maine Public District,Small,CEP customers,53,7.678571429,2/1/13
2/1/13,Emera Maine,Maine Public District,Small,Standard offer customers,37133,1067.035714,2/1/13
2/1/13,Emera Maine,Maine Public District,Medium,CEP customers,52,120.3571429,2/1/13
2/1/13,Emera Maine,Maine Public District,Medium,Standard offer customers,131,149.9642857,2/1/13
2/1/13,Emera Maine,Bangor Hydro District,Small,CEP customers,15447,365.1428571,2/1/13
2/1/13,Emera Maine,Bangor Hydro District,Small,Standard offer customers,106031,1969,2/1/13
2/1/13,Central Maine Power,N/A,Large,CEP customers,363,7741.912571,2/1/13
2/1/13,Central Maine Power,N/A,Large,Standard offer customers,41,187.3935357,2/1/13
2/1/13,Emera Maine,Maine Public District,Large,CEP customers,10,349.9285714,2/1/13
2/1/13,Emera Maine,Maine Public District,Large,Standard offer customers,4,19.57142857,2/1/13
2/1/13,Emera Maine,Bangor Hydro District,Large,CEP customers,34,768.7142857,2/1/13
2/1/13,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,57.14285714,2/1/13
2/1/13,Central Maine Power,N/A,Medium,CEP customers,5836,3783.427679,2/1/13
2/1/13,Central Maine Power,N/A,Medium,Standard offer customers,6166,2123.037,2/1/13
2/1/13,Central Maine Power,N/A,Small,CEP customers,181371,4990.758214,2/1/13
2/1/13,Central Maine Power,N/A,Small,Standard offer customers,421635,9171.741286,2/1/13
1/1/13,Emera Maine,Bangor Hydro District,Small,CEP customers,14429,394.2857143,1/1/13
1/1/13,Emera Maine,Bangor Hydro District,Small,Standard offer customers,107079,2200.571429,1/1/13
1/1/13,Central Maine Power,N/A,Large,CEP customers,358,7201.622032,1/1/13
1/1/13,Central Maine Power,N/A,Large,Standard offer customers,40,193.2560645,1/1/13
1/1/13,Emera Maine,Maine Public District,Large,CEP customers,10,340,1/1/13
1/1/13,Emera Maine,Maine Public District,Large,Standard offer customers,4,19.09677419,1/1/13
1/1/13,Central Maine Power,N/A,Medium,CEP customers,5868,3342.239,1/1/13
1/1/13,Central Maine Power,N/A,Medium,Standard offer customers,6215,1903.786258,1/1/13
1/1/13,Emera Maine,Maine Public District,Small,CEP customers,49,3.967741935,1/1/13
1/1/13,Emera Maine,Maine Public District,Small,Standard offer customers,37171,910.3870968,1/1/13
1/1/13,Central Maine Power,N/A,Small,CEP customers,181750,4623.615677,1/1/13
1/1/13,Central Maine Power,N/A,Small,Standard offer customers,421241,8297.504581,1/1/13
1/1/13,Emera Maine,Bangor Hydro District,Large,CEP customers,34,739.7142857,1/1/13
1/1/13,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,60.42857143,1/1/13
1/1/13,Emera Maine,Maine Public District,Medium,CEP customers,51,110.7419355,1/1/13
1/1/13,Emera Maine,Maine Public District,Medium,Standard offer customers,132,140.9677419,1/1/13
1/1/13,Emera Maine,Bangor Hydro District,Medium,CEP customers,837,899.2857143,1/1/13
1/1/13,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,905,529.4285714,1/1/13
12/1/12,Central Maine Power,N/A,Small,CEP customers,176851,4250.717774,12/1/12
12/1/12,Central Maine Power,N/A,Small,Standard offer customers,425727,7778.974968,12/1/12
12/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,13303,368,12/1/12
12/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,108316,2238.428571,12/1/12
12/1/12,Emera Maine,Bangor Hydro District,Large,CEP customers,34,690.1428571,12/1/12
12/1/12,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,7.571428571,12/1/12
12/1/12,Emera Maine,Bangor Hydro District,Medium,CEP customers,844,840.2857143,12/1/12
12/1/12,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,890,480.5714286,12/1/12
12/1/12,Emera Maine,Maine Public District,Large,CEP customers,10,309.8387097,12/1/12
12/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,4,15.4516129,12/1/12
12/1/12,Central Maine Power,N/A,Medium,CEP customers,5924,3370.546677,12/1/12
12/1/12,Central Maine Power,N/A,Medium,Standard offer customers,6129,1804.894097,12/1/12
12/1/12,Emera Maine,Maine Public District,Small,CEP customers,36,3.258064516,12/1/12
12/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37221,827.4193548,12/1/12
12/1/12,Central Maine Power,N/A,Large,CEP customers,359,7419.14629,12/1/12
12/1/12,Central Maine Power,N/A,Large,Standard offer customers,40,185.1494839,12/1/12
12/1/12,Emera Maine,Maine Public District,Medium,CEP customers,50,108.6129032,12/1/12
12/1/12,Emera Maine,Maine Public District,Medium,Standard offer customers,132,137.0645161,12/1/12
11/1/12,Central Maine Power,N/A,Medium,CEP customers,6079,3438.248733,11/1/12
11/1/12,Central Maine Power,N/A,Medium,Standard offer customers,6364,1803.800067,11/1/12
11/1/12,Emera Maine,Bangor Hydro District,Medium,CEP customers,856,901.8571429,11/1/12
11/1/12,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,909,498.5714286,11/1/12
11/1/12,Central Maine Power,N/A,Small,CEP customers,167837,3545.732233,11/1/12
11/1/12,Central Maine Power,N/A,Small,Standard offer customers,434140,6926.235433,11/1/12
11/1/12,Emera Maine,Bangor Hydro District,Large,CEP customers,33,815.5714286,11/1/12
11/1/12,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,61.28571429,11/1/12
11/1/12,Central Maine Power,N/A,Large,CEP customers,362,7921.5906,11/1/12
11/1/12,Central Maine Power,N/A,Large,Standard offer customers,37,181.3343333,11/1/12
11/1/12,Emera Maine,Maine Public District,Small,CEP customers,30,2.833333333,11/1/12
11/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37220,767.8,11/1/12
11/1/12,Emera Maine,Maine Public District,Medium,CEP customers,39,89.23333333,11/1/12
11/1/12,Emera Maine,Maine Public District,Medium,Standard offer customers,113,110.1666667,11/1/12
11/1/12,Emera Maine,Maine Public District,Large,CEP customers,11,299.7666667,11/1/12
11/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,4,15.2,11/1/12
11/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,11422,295.2857143,11/1/12
11/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,110315,2047,11/1/12
10/1/12,Central Maine Power,N/A,Small,CEP customers,173237,3156.882,10/1/12
10/1/12,Central Maine Power,N/A,Small,Standard offer customers,428389,6743.547903,10/1/12
10/1/12,Emera Maine,Bangor Hydro District,Large,CEP customers,33,815.2857143,10/1/12
10/1/12,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,12.85714286,10/1/12
10/1/12,Emera Maine,Maine Public District,Large,CEP customers,11,392.0322581,10/1/12
10/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,3,16.06451613,10/1/12
10/1/12,Central Maine Power,N/A,Large,CEP customers,364,7506.441194,10/1/12
10/1/12,Central Maine Power,N/A,Large,Standard offer customers,39,222.6669355,10/1/12
10/1/12,Emera Maine,Maine Public District,Small,CEP customers,31,2.677419355,10/1/12
10/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37316,703.0645161,10/1/12
10/1/12,Central Maine Power,N/A,Medium,CEP customers,5860,3303.501032,10/1/12
10/1/12,Central Maine Power,N/A,Medium,Standard offer customers,6192,1863.198161,10/1/12
10/1/12,Emera Maine,Maine Public District,Medium,CEP customers,50,109.1935484,10/1/12
10/1/12,Emera Maine,Maine Public District,Medium,Standard offer customers,132,135.7419355,10/1/12
10/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,9479,233.4285714,10/1/12
10/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,112842,1889,10/1/12
10/1/12,Emera Maine,Bangor Hydro District,Medium,CEP customers,853,789.7142857,10/1/12
10/1/12,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,944,456,10/1/12
9/1/12,Central Maine Power,N/A,Small,CEP customers,163762,3449.006267,9/1/12
9/1/12,Central Maine Power,N/A,Small,Standard offer customers,437672,7895.195867,9/1/12
9/1/12,Emera Maine,Maine Public District,Small,CEP customers,31,2.666666667,9/1/12
9/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37314,707.3666667,9/1/12
9/1/12,Emera Maine,Bangor Hydro District,Medium,CEP customers,854,817.7142857,9/1/12
9/1/12,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,959,488,9/1/12
9/1/12,Emera Maine,Maine Public District,Large,CEP customers,11,309.2666667,9/1/12
9/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,3,13.96666667,9/1/12
9/1/12,Central Maine Power,N/A,Large,CEP customers,368,7964.574067,9/1/12
9/1/12,Central Maine Power,N/A,Large,Standard offer customers,39,228.2563667,9/1/12
9/1/12,Emera Maine,Bangor Hydro District,Large,CEP customers,33,804.2857143,9/1/12
9/1/12,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,31.28571429,9/1/12
9/1/12,Emera Maine,Maine Public District,Medium,CEP customers,50,111.3666667,9/1/12
9/1/12,Emera Maine,Maine Public District,Medium,Standard offer customers,133,130.1,9/1/12
9/1/12,Central Maine Power,N/A,Medium,CEP customers,5878,3751.083167,9/1/12
9/1/12,Central Maine Power,N/A,Medium,Standard offer customers,6234,2288.843633,9/1/12
9/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,8730,223.7142857,9/1/12
9/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114380,1867.571429,9/1/12
8/1/12,Emera Maine,Bangor Hydro District,Large,CEP customers,33,1025.428571,8/1/12
8/1/12,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,183.5714286,8/1/12
8/1/12,Emera Maine,Maine Public District,Large,CEP customers,11,270,8/1/12
8/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,3,16.12903226,8/1/12
8/1/12,Emera Maine,Maine Public District,Small,CEP customers,32,3.193548387,8/1/12
8/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37317,737.7419355,8/1/12
8/1/12,Emera Maine,Maine Public District,Medium,CEP customers,50,114.8709677,8/1/12
8/1/12,Emera Maine,Maine Public District,Medium,Standard offer customers,133,138.7419355,8/1/12
8/1/12,Central Maine Power,N/A,Small,CEP customers,156427,3650.018161,8/1/12
8/1/12,Central Maine Power,N/A,Small,Standard offer customers,444502,8723.955097,8/1/12
8/1/12,Central Maine Power,N/A,Medium,CEP customers,5840,3788.900065,8/1/12
8/1/12,Central Maine Power,N/A,Medium,Standard offer customers,6198,2430.539806,8/1/12
8/1/12,Central Maine Power,N/A,Large,CEP customers,364,8007.077968,8/1/12
8/1/12,Central Maine Power,N/A,Large,Standard offer customers,45,260.3072581,8/1/12
8/1/12,Emera Maine,Bangor Hydro District,Medium,CEP customers,855,895.4285714,8/1/12
8/1/12,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,968,568,8/1/12
8/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,8300,234.2857143,8/1/12
8/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114910,2070.428571,8/1/12
7/1/12,Emera Maine,Bangor Hydro District,Large,CEP customers,33,904.2857143,7/1/12
7/1/12,Emera Maine,Bangor Hydro District,Large,Standard offer customers,8,45.71428571,7/1/12
7/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,7887,239.8571429,7/1/12
7/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,115125,2127.142857,7/1/12
7/1/12,Emera Maine,Bangor Hydro District,Medium,CEP customers,854,953,7/1/12
7/1/12,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,965,537.5714286,7/1/12
7/1/12,Central Maine Power,N/A,Small,CEP customers,149218,3216.722548,7/1/12
7/1/12,Central Maine Power,N/A,Small,Standard offer customers,451810,8329.090258,7/1/12
7/1/12,Emera Maine,Maine Public District,Large,CEP customers,11,342.9032258,7/1/12
7/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,3,11.4516129,7/1/12
7/1/12,Emera Maine,Maine Public District,Small,CEP customers,32,2.935483871,7/1/12
7/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37289,673.6451613,7/1/12
7/1/12,Central Maine Power,N/A,Large,CEP customers,366,7985.576839,7/1/12
7/1/12,Central Maine Power,N/A,Large,Standard offer customers,45,251.6604516,7/1/12
7/1/12,Emera Maine,Maine Public District,Medium,CEP customers,50,119.3548387,7/1/12
7/1/12,Emera Maine,Maine Public District,Medium,Standard offer customers,133,139.0967742,7/1/12
7/1/12,Central Maine Power,N/A,Medium,CEP customers,5764,3602.548194,7/1/12
7/1/12,Central Maine Power,N/A,Medium,Standard offer customers,6272,2316.806258,7/1/12
6/1/12,Emera Maine,Maine Public District,Large,CEP customers,11,336.4,6/1/12
6/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,3,16.5,6/1/12
6/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,7161,206.8571429,6/1/12
6/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,115648,1958.714286,6/1/12
6/1/12,Emera Maine,Maine Public District,Medium,CEP customers,50,107.2,6/1/12
6/1/12,Emera Maine,Maine Public District,Medium,Standard offer customers,133,130.5666667,6/1/12
6/1/12,Central Maine Power,N/A,Large,CEP customers,372,7798.6832,6/1/12
6/1/12,Central Maine Power,N/A,Large,Standard offer customers,47,249.6101667,6/1/12
6/1/12,Emera Maine,Maine Public District,Small,CEP customers,32,2.933333333,6/1/12
6/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37285,689.6666667,6/1/12
6/1/12,Central Maine Power,N/A,Small,CEP customers,141234,2763.6211,6/1/12
6/1/12,Central Maine Power,N/A,Small,Standard offer customers,459643,7699.539533,6/1/12
6/1/12,Emera Maine,Bangor Hydro District,Large,CEP customers,31,816.8571429,6/1/12
6/1/12,Emera Maine,Bangor Hydro District,Large,Standard offer customers,9,57.42857143,6/1/12
6/1/12,Emera Maine,Bangor Hydro District,Medium,CEP customers,840,873.1428571,6/1/12
6/1/12,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,974,556.2857143,6/1/12
6/1/12,Central Maine Power,N/A,Medium,CEP customers,5667,3455.159067,6/1/12
6/1/12,Central Maine Power,N/A,Medium,Standard offer customers,6394,2144.663867,6/1/12
5/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,6574,186.5714286,5/1/12
5/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,115778,1907.428571,5/1/12
5/1/12,Emera Maine,Maine Public District,Large,CEP customers,11,272.7096774,5/1/12
5/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,3,17.22580645,5/1/12
5/1/12,Central Maine Power,N/A,Medium,CEP customers,5540,2910.070548,5/1/12
5/1/12,Central Maine Power,N/A,Medium,Standard offer customers,6509,1793.026,5/1/12
5/1/12,Central Maine Power,N/A,Large,CEP customers,376,6951.990613,5/1/12
5/1/12,Central Maine Power,N/A,Large,Standard offer customers,51,199.4547419,5/1/12
5/1/12,Emera Maine,Bangor Hydro District,Medium,CEP customers,812,776.2857143,5/1/12
5/1/12,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,997,525,5/1/12
5/1/12,Emera Maine,Maine Public District,Medium,CEP customers,45,101.0967742,5/1/12
5/1/12,Emera Maine,Maine Public District,Medium,Standard offer customers,114,111.5483871,5/1/12
5/1/12,Emera Maine,Bangor Hydro District,Large,CEP customers,31,746.4285714,5/1/12
5/1/12,Emera Maine,Bangor Hydro District,Large,Standard offer customers,9,79.14285714,5/1/12
5/1/12,Central Maine Power,N/A,Small,CEP customers,132404,2242.15771,5/1/12
5/1/12,Central Maine Power,N/A,Small,Standard offer customers,467822,6754.316452,5/1/12
5/1/12,Emera Maine,Maine Public District,Small,CEP customers,30,2.677419355,5/1/12
5/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37305,655,5/1/12
4/1/12,Central Maine Power,N/A,Small,CEP customers,100713,2285.574767,4/1/12
4/1/12,Central Maine Power,N/A,Small,Standard offer customers,500452,8297.598567,4/1/12
4/1/12,Emera Maine,Maine Public District,Large,CEP customers,11,349.8666667,4/1/12
4/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,3,16.9,4/1/12
4/1/12,Central Maine Power,N/A,Medium,CEP customers,5339,3142.4527,4/1/12
4/1/12,Central Maine Power,N/A,Medium,Standard offer customers,6677,2071.910833,4/1/12
4/1/12,Emera Maine,Maine Public District,Small,CEP customers,30,2.633333333,4/1/12
4/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37275,742,4/1/12
4/1/12,Central Maine Power,N/A,Large,CEP customers,376,8184.637367,4/1/12
4/1/12,Central Maine Power,N/A,Large,Standard offer customers,51,187.9499,4/1/12
4/1/12,Emera Maine,Maine Public District,Medium,CEP customers,48,107.3,4/1/12
4/1/12,Emera Maine,Maine Public District,Medium,Standard offer customers,134,134.3666667,4/1/12
4/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,5871,160.4285714,4/1/12
4/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,115783,1842.571429,4/1/12
4/1/12,Emera Maine,Bangor Hydro District,Large,CEP customers,31,711.5714286,4/1/12
4/1/12,Emera Maine,Bangor Hydro District,Large,Standard offer customers,9,56.42857143,4/1/12
4/1/12,Emera Maine,Bangor Hydro District,Medium,CEP customers,798,735,4/1/12
4/1/12,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,999,536.8571429,4/1/12
3/1/12,Central Maine Power,N/A,Medium,CEP customers,5129,2840.171839,3/1/12
3/1/12,Central Maine Power,N/A,Medium,Standard offer customers,6816,1961.675806,3/1/12
3/1/12,Emera Maine,Maine Public District,Small,CEP customers,29,2.35483871,3/1/12
3/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37278,805.4193548,3/1/12
3/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,4975,150.4285714,3/1/12
3/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,116173,2045.571429,3/1/12
3/1/12,Emera Maine,Maine Public District,Large,CEP customers,11,339.2903226,3/1/12
3/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,3,16.16129032,3/1/12
3/1/12,Central Maine Power,N/A,Small,CEP customers,76130,1756.812484,3/1/12
3/1/12,Central Maine Power,N/A,Small,Standard offer customers,525347,8855.185742,3/1/12
3/1/12,Emera Maine,Bangor Hydro District,Large,CEP customers,31,754.1428571,3/1/12
3/1/12,Emera Maine,Bangor Hydro District,Large,Standard offer customers,9,20.28571429,3/1/12
3/1/12,Central Maine Power,N/A,Large,CEP customers,376,6826.125516,3/1/12
3/1/12,Central Maine Power,N/A,Large,Standard offer customers,51,162.3174516,3/1/12
3/1/12,Emera Maine,Maine Public District,Medium,CEP customers,46,102.5483871,3/1/12
3/1/12,Emera Maine,Maine Public District,Medium,Standard offer customers,137,138.2903226,3/1/12
3/1/12,Emera Maine,Bangor Hydro District,Medium,CEP customers,766,754.4285714,3/1/12
3/1/12,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,983,558,3/1/12
2/1/12,Emera Maine,Maine Public District,Medium,CEP customers,46,110.1724138,2/1/12
2/1/12,Emera Maine,Maine Public District,Medium,Standard offer customers,138,151,2/1/12
2/1/12,Central Maine Power,N/A,Small,CEP customers,36227,1073.445759,2/1/12
2/1/12,Central Maine Power,N/A,Small,Standard offer customers,565000,11553.56062,2/1/12
2/1/12,Emera Maine,Maine Public District,Small,CEP customers,30,2.206896552,2/1/12
2/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37267,900.6206897,2/1/12
2/1/12,Emera Maine,Maine Public District,Large,CEP customers,12,262.6551724,2/1/12
2/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,4,105.4482759,2/1/12
2/1/12,Emera Maine,Bangor Hydro District,Large,CEP customers,30,691.5714286,2/1/12
2/1/12,Emera Maine,Bangor Hydro District,Large,Standard offer customers,10,18.85714286,2/1/12
2/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,4552,148.1428571,2/1/12
2/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,116430,2163.142857,2/1/12
2/1/12,Emera Maine,Bangor Hydro District,Medium,CEP customers,768,772.4285714,2/1/12
2/1/12,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,954,602.8571429,2/1/12
2/1/12,Central Maine Power,N/A,Large,CEP customers,376,7560.175207,2/1/12
2/1/12,Central Maine Power,N/A,Large,Standard offer customers,54,211.455931,2/1/12
2/1/12,Central Maine Power,N/A,Medium,CEP customers,4839,3121.035172,2/1/12
2/1/12,Central Maine Power,N/A,Medium,Standard offer customers,7088,2315.841724,2/1/12
1/1/12,Central Maine Power,N/A,Medium,CEP customers,4694,2860.346097,1/1/12
1/1/12,Central Maine Power,N/A,Medium,Standard offer customers,7239,2239.279839,1/1/12
1/1/12,Emera Maine,Bangor Hydro District,Small,CEP customers,1476,148,1/1/12
1/1/12,Emera Maine,Bangor Hydro District,Small,Standard offer customers,116838,2242,1/1/12
1/1/12,Central Maine Power,N/A,Large,CEP customers,371,7577.449387,1/1/12
1/1/12,Central Maine Power,N/A,Large,Standard offer customers,57,208.7094839,1/1/12
1/1/12,Emera Maine,Maine Public District,Large,CEP customers,10,264.2903226,1/1/12
1/1/12,Emera Maine,Maine Public District,Large,Standard offer customers,4,96.93548387,1/1/12
1/1/12,Emera Maine,Maine Public District,Small,CEP customers,31,2.419354839,1/1/12
1/1/12,Emera Maine,Maine Public District,Small,Standard offer customers,37279,932.3225806,1/1/12
1/1/12,Emera Maine,Maine Public District,Medium,CEP customers,46,111,1/1/12
