,county_comm,congress_dist,county,municipality,state_rep,state_sen,ward_precinct,year,party,voters
9676,4.0,1,YOR,SANFORD,143,3,6-1,2008,democrat,222
9677,4.0,1,YOR,SANFORD,142,3,7-1,2008,democrat,537
9678,4.0,1,YOR,SANFORD,143,3,7-1,2008,democrat,180
9679,9.0,9,YOR,SANFORD,999,99,9-9,2008,democrat,0
9680,4.0,1,YOR,SHAPLEIGH,138,2,1-1,2008,democrat,507
9681,9.0,9,YOR,SHAPLEIGH,999,99,9-9,2008,democrat,0
9682,4.0,1,YOR,SOUTH BERWICK,146,1,1-1,2008,democrat,950
9683,4.0,1,YOR,SOUTH BERWICK,148,1,1-1,2008,democrat,557
9684,9.0,9,YOR,SOUTH BERWICK,999,99,9-9,2008,democrat,0
9685,3.0,1,YOR,WATERBORO,139,3,1-1,2008,democrat,509
9686,3.0,1,YOR,WATERBORO,139,3,2-1,2008,democrat,738
9687,9.0,9,YOR,WATERBORO,999,99,9-9,2008,democrat,17
9688,5.0,1,YOR,WELLS,147,2,1-1,2008,democrat,1523
9689,5.0,1,YOR,WELLS,149,2,1-1,2008,democrat,303
9690,9.0,9,YOR,WELLS,999,99,9-9,2008,democrat,0
9691,5.0,1,YOR,YORK,149,1,1-1,2008,democrat,1099
9692,5.0,1,YOR,YORK,150,1,1-1,2008,democrat,2000
9693,9.0,9,YOR,YORK,999,99,9-9,2008,democrat,0
9694,5.0,2,AND,AUBURN,62,20,1-1,2018,green,132
9695,5.0,2,AND,AUBURN,64,20,1-1,2018,green,20
9696,6.0,2,AND,AUBURN,64,20,1-1,2018,green,38
9697,5.0,2,AND,AUBURN,62,20,2-1,2018,green,38
9698,5.0,2,AND,AUBURN,64,20,2-1,2018,green,88
9699,6.0,2,AND,AUBURN,64,20,2-1,2018,green,29
9700,5.0,2,AND,AUBURN,62,20,3-1,2018,green,42
9701,5.0,2,AND,AUBURN,63,20,3-1,2018,green,30
9702,6.0,2,AND,AUBURN,63,20,3-1,2018,green,45
9703,6.0,2,AND,AUBURN,64,20,3-1,2018,green,10
9704,5.0,2,AND,AUBURN,62,20,4-1,2018,green,47
9705,5.0,2,AND,AUBURN,63,20,4-1,2018,green,29
9706,6.0,2,AND,AUBURN,63,20,4-1,2018,green,59
9707,5.0,2,AND,AUBURN,62,20,5-1,2018,green,69
9708,5.0,2,AND,AUBURN,63,20,5-1,2018,green,73
9709,6.0,2,AND,AUBURN,63,20,5-1,2018,green,36
9710,3.0,2,AND,DURHAM,46,22,1-1,2018,green,203
9711,3.0,2,AND,GREENE,57,22,1-1,2018,green,207
9712,7.0,2,AND,LEEDS,75,22,1-1,2018,green,114
9713,2.0,2,AND,LEWISTON,59,21,1-1,2018,green,90
9714,2.0,2,AND,LEWISTON,60,21,1-1,2018,green,126
9715,2.0,2,AND,LEWISTON,59,21,2-1,2018,green,174
9716,2.0,2,AND,LEWISTON,59,21,3-1,2018,green,40
9717,1.0,2,AND,LEWISTON,60,21,3-1,2018,green,235
9718,1.0,2,AND,LEWISTON,58,21,4-1,2018,green,21
9719,2.0,2,AND,LEWISTON,58,21,4-1,2018,green,55
9720,3.0,2,AND,LEWISTON,58,21,4-1,2018,green,55
9721,2.0,2,AND,LEWISTON,59,21,4-1,2018,green,59
9722,2.0,2,AND,LEWISTON,60,21,5-1,2018,green,49
9723,1.0,2,AND,LEWISTON,61,21,5-1,2018,green,122
9724,3.0,2,AND,LEWISTON,58,21,6-1,2018,green,168
9725,1.0,2,AND,LEWISTON,61,21,6-1,2018,green,29
9726,3.0,2,AND,LEWISTON,61,21,6-1,2018,green,10
9727,1.0,2,AND,LEWISTON,58,21,7-1,2018,green,52
9728,1.0,2,AND,LEWISTON,61,21,7-1,2018,green,140
9729,4.0,2,AND,LISBON,56,22,1-1,2018,green,110
9730,4.0,2,AND,LISBON,56,22,2-1,2018,green,114
9731,7.0,2,AND,LIVERMORE,74,18,1-1,2018,green,44
9732,7.0,2,AND,LIVERMORE,75,18,1-1,2018,green,48
9733,7.0,2,AND,LIVERMORE FALLS,74,18,1-1,2018,green,112
9734,6.0,2,AND,MECHANIC FALLS,72,20,1-1,2018,green,106
9735,7.0,2,AND,MINOT,64,20,1-1,2018,green,127
9736,6.0,2,AND,POLAND,65,20,1-1,2018,green,136
9737,6.0,2,AND,POLAND,66,20,1-1,2018,green,123
9738,4.0,2,AND,SABATTUS,57,22,1-1,2018,green,207
9739,7.0,2,AND,TURNER,75,22,1-1,2018,green,126
9740,4.0,2,AND,WALES,82,22,1-1,2018,green,65
9741,3.0,2,ARO,ALLAGASH,151,1,1-1,2018,green,4
9742,1.0,2,ARO,AMITY,144,2,1-1,2018,green,2
9743,2.0,2,ARO,ASHLAND,151,1,1-1,2018,green,6
9744,1.0,2,ARO,BENEDICTA TWP,144,2,1-1,2018,green,3
9745,1.0,2,ARO,BLAINE,146,2,1-1,2018,green,19
9746,1.0,2,ARO,BRIDGEWATER,145,2,1-1,2018,green,22
9747,2.0,2,ARO,CARIBOU,149,1,1-1,2018,green,208
9748,1.0,2,ARO,CARY PLT,144,2,1-1,2018,green,22
9749,2.0,2,ARO,CASTLE HILL,146,1,1-1,2018,green,17
9750,3.0,2,ARO,CASWELL,148,1,1-1,2018,green,11
9751,2.0,2,ARO,CHAPMAN,146,2,1-1,2018,green,14
9752,3.0,2,ARO,CONNOR TWP,148,1,1-1,2018,green,14
9753,3.0,2,ARO,CROSS LAKE TWP,150,1,1-1,2018,green,15
9754,1.0,2,ARO,CRYSTAL,145,2,1-1,2018,green,10
9755,3.0,2,ARO,CYR PLT,148,1,1-1,2018,green,6
9756,1.0,2,ARO,DYER BROOK,145,2,1-1,2018,green,9
9757,3.0,2,ARO,EAGLE LAKE,151,1,1-1,2018,green,20
9758,1.0,2,ARO,EASTON,148,2,1-1,2018,green,36
9759,1.0,2,ARO,FORT FAIRFIELD,148,2,1-1,2018,green,103
9760,3.0,2,ARO,FORT KENT,151,1,1-1,2018,green,3
9761,3.0,2,ARO,FORT KENT,151,1,1-2,2018,green,2
9762,3.0,2,ARO,FORT KENT,151,1,1-3,2018,green,6
9763,3.0,2,ARO,FORT KENT,151,1,1-4,2018,green,47
9764,2.0,2,ARO,FORT KENT,151,1,2-1,2018,green,0
9765,3.0,2,ARO,FRENCHVILLE,150,1,1-1,2018,green,41
9766,2.0,2,ARO,GARFIELD PLT,151,1,1-1,2018,green,2
9767,1.0,2,ARO,GLENWOOD PLT,144,2,1-1,2018,green,0
9768,3.0,2,ARO,GRAND ISLE,150,1,1-1,2018,green,18
9769,3.0,2,ARO,HAMLIN,148,1,1-1,2018,green,1
9770,1.0,2,ARO,HAMMOND,145,2,1-1,2018,green,1
9771,1.0,2,ARO,HAYNESVILLE,144,2,1-1,2018,green,1
9772,1.0,2,ARO,HERSEY,145,2,1-1,2018,green,1
9773,1.0,2,ARO,HODGDON,144,2,1-1,2018,green,28
9774,1.0,2,ARO,HOULTON,144,2,1-1,2018,green,145
9775,1.0,2,ARO,ISLAND FALLS,145,2,1-1,2018,green,19
9776,3.0,2,ARO,LIMESTONE,148,1,1-1,2018,green,73
9777,1.0,2,ARO,LINNEUS,145,2,1-1,2018,green,17
9778,1.0,2,ARO,LITTLETON,145,2,1-1,2018,green,10
9779,1.0,2,ARO,LUDLOW,145,2,1-1,2018,green,14
9780,1.0,2,ARO,MACWAHOC PLT,144,2,1-1,2018,green,9
9781,3.0,2,ARO,MADAWASKA,150,1,1-1,2018,green,101
9782,3.0,2,ARO,MADAWASKA LAKE TWP,150,1,1-1,2018,green,4
9783,2.0,2,ARO,MAPLETON,146,1,1-1,2018,green,28
9784,2.0,2,ARO,MAPLETON,146,1,1-2,2018,green,7
9785,2.0,2,ARO,MAPLETON,146,1,1-3,2018,green,48
9786,1.0,2,ARO,MARS HILL,146,2,1-1,2018,green,25
9787,2.0,2,ARO,MASARDIS,151,1,1-1,2018,green,9
9788,1.0,2,ARO,MERRILL,145,2,1-1,2018,green,5
9789,1.0,2,ARO,MONTICELLO,145,2,1-1,2018,green,14
9790,1.0,2,ARO,MORO PLT,145,2,1-1,2018,green,2
9791,3.0,2,ARO,NASHVILLE PLT,151,1,1-1,2018,green,1
9792,3.0,2,ARO,NEW CANADA,151,1,1-1,2018,green,8
9793,1.0,2,ARO,NEW LIMERICK,145,2,1-1,2018,green,5
9794,3.0,2,ARO,NEW SWEDEN,149,1,1-1,2018,green,12
9795,1.0,2,ARO,OAKFIELD,145,2,1-1,2018,green,24
9796,1.0,2,ARO,ORIENT,144,2,1-1,2018,green,1
9797,1.0,2,ARO,OXBOW NORTH TWP,151,1,1-1,2018,green,1
9798,3.0,2,ARO,PERHAM,146,1,1-1,2018,green,21
9799,3.0,2,ARO,PORTAGE LAKE,151,1,1-1,2018,green,13
9800,2.0,2,ARO,PRESQUE ISLE,147,2,1-10,2018,green,25
9801,2.0,2,ARO,PRESQUE ISLE,147,2,1-11,2018,green,18
9802,2.0,2,ARO,PRESQUE ISLE,147,2,1-12,2018,green,33
9803,2.0,2,ARO,PRESQUE ISLE,147,2,1-13,2018,green,16
9804,2.0,2,ARO,PRESQUE ISLE,147,2,1-14,2018,green,14
9805,2.0,2,ARO,PRESQUE ISLE,147,2,1-15,2018,green,11
9806,2.0,2,ARO,PRESQUE ISLE,147,2,1-16,2018,green,26
9807,2.0,2,ARO,PRESQUE ISLE,147,2,1-3,2018,green,5
9808,2.0,2,ARO,PRESQUE ISLE,147,2,1-4,2018,green,0
9809,2.0,2,ARO,PRESQUE ISLE,148,2,1-4,2018,green,3
9810,2.0,2,ARO,PRESQUE ISLE,147,2,1-5,2018,green,5
9811,2.0,2,ARO,PRESQUE ISLE,148,2,1-5,2018,green,7
9812,2.0,2,ARO,PRESQUE ISLE,147,2,1-6,2018,green,16
9813,2.0,2,ARO,PRESQUE ISLE,147,2,1-7,2018,green,19
9814,2.0,2,ARO,PRESQUE ISLE,147,2,1-8,2018,green,32
9815,2.0,2,ARO,PRESQUE ISLE,147,2,1-9,2018,green,20
9816,2.0,2,ARO,PRESQUE ISLE,147,2,2-17,2018,green,26
9817,2.0,2,ARO,PRESQUE ISLE,147,2,2-4,2018,green,4
9818,2.0,2,ARO,PRESQUE ISLE,148,2,2-4,2018,green,1
9819,2.0,2,ARO,PRESQUE ISLE,147,2,2-5,2018,green,10
9820,1.0,2,ARO,REED PLT,144,2,1-1,2018,green,6
9821,3.0,2,ARO,SAINT AGATHA,150,1,1-1,2018,green,38
9822,3.0,2,ARO,SAINT FRANCIS,151,1,1-1,2018,green,14
9823,3.0,2,ARO,SAINT JOHN PLT,151,1,1-1,2018,green,4
9824,1.0,2,ARO,SHERMAN,145,2,1-1,2018,green,22
9825,1.0,2,ARO,SILVER RIDGE TWP,144,2,1-1,2018,green,4
9826,3.0,2,ARO,SINCLAIR TWP,150,1,1-1,2018,green,22
9827,1.0,2,ARO,SMYRNA,145,2,1-1,2018,green,3
9828,3.0,2,ARO,STOCKHOLM,148,1,1-1,2018,green,9
9829,3.0,2,ARO,VAN BUREN,150,1,1-1,2018,green,44
9830,3.0,2,ARO,WADE,146,1,1-1,2018,green,13
9831,3.0,2,ARO,WALLAGRASS,151,1,1-1,2018,green,12
9832,2.0,2,ARO,WASHBURN,146,1,1-1,2018,green,24
9833,2.0,2,ARO,WESTFIELD,146,2,1-1,2018,green,25
9834,3.0,2,ARO,WESTMANLAND,149,1,1-1,2018,green,6
9835,1.0,2,ARO,WESTON,144,2,1-1,2018,green,9
9836,3.0,2,ARO,WINTERVILLE PLT,151,1,1-1,2018,green,18
9837,3.0,2,ARO,WOODLAND,146,1,1-1,2018,green,36
9838,1.0,1,CUM,BALDWIN,68,26,1-1,2018,green,66
9839,1.0,1,CUM,BRIDGTON,69,19,1-1,2018,green,274
9840,3.0,1,CUM,BRUNSWICK,50,24,1-1,2018,green,3
9841,3.0,1,CUM,BRUNSWICK,51,24,1-1,2018,green,34
9842,3.0,1,CUM,BRUNSWICK,50,24,1-2,2018,green,16
9843,3.0,1,CUM,BRUNSWICK,51,24,1-2,2018,green,38
9844,3.0,1,CUM,BRUNSWICK,49,24,2-1,2018,green,2
9845,3.0,1,CUM,BRUNSWICK,50,24,2-1,2018,green,9
9846,3.0,1,CUM,BRUNSWICK,50,24,2-2,2018,green,53
9847,3.0,1,CUM,BRUNSWICK,49,24,3-1,2018,green,56
9848,3.0,1,CUM,BRUNSWICK,49,24,3-2,2018,green,37
9849,3.0,1,CUM,BRUNSWICK,49,24,4-1,2018,green,36
9850,3.0,1,CUM,BRUNSWICK,49,24,4-2,2018,green,55
9851,3.0,1,CUM,BRUNSWICK,50,24,5-1,2018,green,14
9852,3.0,1,CUM,BRUNSWICK,50,24,5-2,2018,green,100
9853,3.0,1,CUM,BRUNSWICK,49,24,6-1,2018,green,0
9854,3.0,1,CUM,BRUNSWICK,50,24,6-1,2018,green,0
9855,3.0,1,CUM,BRUNSWICK,49,24,6-2,2018,green,71
9856,3.0,1,CUM,BRUNSWICK,50,24,6-2,2018,green,54
9857,3.0,1,CUM,BRUNSWICK,49,24,7-1,2018,green,0
9858,3.0,1,CUM,BRUNSWICK,50,24,7-1,2018,green,0
9859,3.0,1,CUM,BRUNSWICK,49,24,7-2,2018,green,66
9860,3.0,1,CUM,BRUNSWICK,50,24,7-2,2018,green,59
9861,4.0,1,CUM,CAPE ELIZABETH,30,29,1-1,2018,green,151
9862,4.0,1,CUM,CAPE ELIZABETH,32,29,1-1,2018,green,9
9863,2.0,1,CUM,CASCO,66,26,1-1,2018,green,137
9864,2.0,1,CUM,CASCO,67,26,1-1,2018,green,28
9865,3.0,1,CUM,CHEBEAGUE ISLAND,47,25,1-1,2018,green,15
9866,3.0,1,CUM,CUMBERLAND,45,25,1-1,2018,green,180
9867,2.0,1,CUM,FALMOUTH,43,25,1-1,2018,green,36
9868,2.0,1,CUM,FALMOUTH,44,25,1-1,2018,green,148
9869,3.0,1,CUM,FREEPORT,48,24,1-1,2018,green,60
9870,3.0,1,CUM,FREEPORT,48,24,2-1,2018,green,53
9871,3.0,1,CUM,FREEPORT,48,24,3-1,2018,green,38
9872,3.0,1,CUM,FREEPORT,48,24,4-1,2018,green,59
9873,2.0,1,CUM,FRYE ISLAND,67,26,1-1,2018,green,15
9874,1.0,1,CUM,GORHAM,27,30,1-1,2018,green,162
9875,1.0,1,CUM,GORHAM,27,30,1-2,2018,green,136
9876,1.0,1,CUM,GORHAM,26,30,2-1,2018,green,384
9877,2.0,1,CUM,GRAY,45,25,1-1,2018,green,50
9878,2.0,1,CUM,GRAY,67,25,1-1,2018,green,210
9879,3.0,1,CUM,HARPSWELL,51,24,1-1,2018,green,65
9880,3.0,1,CUM,HARPSWELL,51,24,2-1,2018,green,41
9881,3.0,1,CUM,HARPSWELL,51,24,3-1,2018,green,31
9882,2.0,1,CUM,HARRISON,69,19,1-1,2018,green,95
9883,3.0,1,CUM,LONG ISLAND,47,25,1-1,2018,green,7
9884,2.0,1,CUM,NAPLES,68,19,1-1,2018,green,184
9885,2.0,1,CUM,NEW GLOUCESTER,65,20,1-1,2018,green,281
9886,3.0,1,CUM,NORTH YARMOUTH,46,24,1-1,2018,green,143
9887,5.0,1,CUM,PORTLAND,39,27,1-1,2018,green,264
9888,5.0,1,CUM,PORTLAND,38,27,1-2,2018,green,39
9889,5.0,1,CUM,PORTLAND,39,27,1-2,2018,green,139
9890,5.0,1,CUM,PORTLAND,40,27,1-2,2018,green,234
9891,5.0,1,CUM,PORTLAND,39,27,1-3,2018,green,30
9892,5.0,1,CUM,PORTLAND,39,27,1-45,2018,green,8
9893,5.0,1,CUM,PORTLAND,38,27,2-1,2018,green,393
9894,5.0,1,CUM,PORTLAND,38,27,2-2,2018,green,78
9895,5.0,1,CUM,PORTLAND,40,27,2-2,2018,green,292
9896,5.0,1,CUM,PORTLAND,37,27,3-1,2018,green,20
9897,5.0,1,CUM,PORTLAND,40,27,3-1,2018,green,19
9898,5.0,1,CUM,PORTLAND,41,27,3-1,2018,green,83
9899,5.0,1,CUM,PORTLAND,42,27,3-1,2018,green,17
9900,5.0,1,CUM,PORTLAND,36,28,3-1,2018,green,0
9901,5.0,1,CUM,PORTLAND,37,28,3-1,2018,green,105
9902,5.0,1,CUM,PORTLAND,41,28,3-1,2018,green,89
9903,5.0,1,CUM,PORTLAND,37,28,3-2,2018,green,141
9904,5.0,1,CUM,PORTLAND,41,28,3-2,2018,green,39
9905,5.0,1,CUM,PORTLAND,36,27,4-1,2018,green,9
9906,5.0,1,CUM,PORTLAND,42,27,4-1,2018,green,224
9907,5.0,1,CUM,PORTLAND,36,28,4-1,2018,green,20
9908,5.0,1,CUM,PORTLAND,41,28,4-1,2018,green,67
9909,4.0,1,CUM,PORTLAND,36,27,4-2,2018,green,4
9910,5.0,1,CUM,PORTLAND,36,27,4-2,2018,green,53
9911,4.0,1,CUM,PORTLAND,42,27,4-2,2018,green,13
9912,5.0,1,CUM,PORTLAND,42,27,4-2,2018,green,52
9913,4.0,1,CUM,PORTLAND,43,27,4-2,2018,green,19
9914,5.0,1,CUM,PORTLAND,36,28,4-2,2018,green,2
9915,5.0,1,CUM,PORTLAND,36,28,5-1,2018,green,66
9916,5.0,1,CUM,PORTLAND,37,28,5-1,2018,green,11
9917,5.0,1,CUM,PORTLAND,41,28,5-1,2018,green,62
9918,4.0,1,CUM,PORTLAND,36,28,5-2,2018,green,3
9919,5.0,1,CUM,PORTLAND,36,28,5-2,2018,green,66
9920,4.0,1,CUM,PORTLAND,43,28,5-2,2018,green,177
9921,3.0,1,CUM,POWNAL,46,24,1-1,2018,green,46
9922,3.0,1,CUM,POWNAL,48,24,1-1,2018,green,20
9923,2.0,1,CUM,RAYMOND,66,26,1-1,2018,green,135
9924,2.0,1,CUM,RAYMOND,67,26,1-1,2018,green,47
9925,1.0,1,CUM,SCARBOROUGH,28,29,1-1,2018,green,13
9926,1.0,1,CUM,SCARBOROUGH,29,29,1-1,2018,green,53
9927,1.0,1,CUM,SCARBOROUGH,27,30,1-1,2018,green,31
9928,1.0,1,CUM,SCARBOROUGH,28,30,1-1,2018,green,211
9929,1.0,1,CUM,SCARBOROUGH,29,30,1-1,2018,green,161
9930,1.0,1,CUM,SEBAGO,68,19,1-1,2018,green,78
9931,4.0,1,CUM,SOUTH PORTLAND,31,29,1-1,2018,green,176
9932,4.0,1,CUM,SOUTH PORTLAND,31,29,2-1,2018,green,131
9933,4.0,1,CUM,SOUTH PORTLAND,32,29,2-1,2018,green,40
9934,4.0,1,CUM,SOUTH PORTLAND,32,29,3-1,2018,green,120
9935,4.0,1,CUM,SOUTH PORTLAND,33,29,3-1,2018,green,75
9936,4.0,1,CUM,SOUTH PORTLAND,32,29,4-1,2018,green,134
9937,4.0,1,CUM,SOUTH PORTLAND,33,29,4-1,2018,green,56
9938,4.0,1,CUM,SOUTH PORTLAND,33,29,5-1,2018,green,166
9939,1.0,1,CUM,STANDISH,22,26,1-1,2018,green,39
9940,1.0,1,CUM,STANDISH,23,26,1-1,2018,green,446
9941,4.0,1,CUM,WESTBROOK,35,25,1-1,2018,green,45
9942,4.0,1,CUM,WESTBROOK,34,28,1-1,2018,green,61
9943,4.0,1,CUM,WESTBROOK,35,28,1-1,2018,green,24
9944,4.0,1,CUM,WESTBROOK,34,28,2-1,2018,green,134
9945,4.0,1,CUM,WESTBROOK,34,28,3-1,2018,green,124
9946,4.0,1,CUM,WESTBROOK,35,25,4-1,2018,green,19
9947,4.0,1,CUM,WESTBROOK,35,28,4-1,2018,green,99
9948,4.0,1,CUM,WESTBROOK,35,25,5-1,2018,green,87
9949,4.0,1,CUM,WESTBROOK,35,28,5-1,2018,green,20
9950,2.0,1,CUM,WINDHAM,24,26,1-1,2018,green,290
9951,2.0,1,CUM,WINDHAM,25,26,1-1,2018,green,243
9952,3.0,1,CUM,YARMOUTH,47,25,1-1,2018,green,288
9953,3.0,2,FRA,AVON,112,17,1-1,2018,green,16
9954,3.0,2,FRA,CARRABASSETT VALLEY,112,17,1-1,2018,green,32
9955,1.0,2,FRA,CARTHAGE,112,17,1-1,2018,green,16
9956,2.0,2,FRA,CHESTERVILLE,114,17,1-1,2018,green,70
9957,3.0,2,FRA,COPLIN PLT,117,17,1-1,2018,green,8
9958,3.0,2,FRA,DALLAS PLT,117,17,1-1,2018,green,10
9959,3.0,2,FRA,EUSTIS,117,17,1-1,2018,green,35
9960,2.0,2,FRA,FARMINGTON,113,17,1-1,2018,green,374
9961,3.0,2,FRA,INDUSTRY,114,17,1-1,2018,green,29
9962,1.0,2,FRA,JAY,74,17,1-1,2018,green,109
9963,3.0,2,FRA,KINGFIELD,112,17,1-1,2018,green,75
9964,2.0,2,FRA,NEW SHARON,113,17,1-1,2018,green,73
9965,3.0,2,FRA,NEW VINEYARD,114,17,1-1,2018,green,35
9966,3.0,2,FRA,PHILLIPS,112,17,1-1,2018,green,45
9967,3.0,2,FRA,RANGELEY,117,17,1-1,2018,green,76
9968,3.0,2,FRA,RANGELEY PLT,117,17,1-1,2018,green,10
9969,3.0,2,FRA,SANDY RIVER PLT,112,17,1-1,2018,green,10
9970,3.0,2,FRA,STRONG,114,17,1-1,2018,green,35
9971,1.0,2,FRA,TEMPLE,114,17,1-1,2018,green,26
9972,3.0,2,FRA,WELD,112,17,1-1,2018,green,17
9973,1.0,2,FRA,WILTON,114,17,1-1,2018,green,89
9974,1.0,2,HAN,AMHERST,137,7,1-1,2018,green,6
9975,1.0,2,HAN,AURORA,137,7,1-1,2018,green,4
9976,3.0,2,HAN,BAR HARBOR,135,7,1-1,2018,green,181
9977,1.0,2,HAN,BLUE HILL,133,7,1-1,2018,green,98
9978,2.0,2,HAN,BROOKLIN,133,7,1-1,2018,green,46
9979,2.0,2,HAN,BROOKSVILLE,133,7,1-1,2018,green,47
9980,2.0,2,HAN,BUCKSPORT,130,8,1-1,2018,green,64
9981,2.0,2,HAN,CASTINE,133,8,1-1,2018,green,42
9982,3.0,2,HAN,CRANBERRY ISLES,134,7,1-1,2018,green,6
9983,3.0,2,HAN,CRANBERRY ISLES,134,7,2-1,2018,green,4
9984,2.0,2,HAN,DEDHAM,131,8,1-1,2018,green,51
9985,2.0,2,HAN,DEER ISLE,134,7,1-1,2018,green,58
9986,1.0,2,HAN,EASTBROOK,137,7,1-1,2018,green,14
9987,1.0,2,HAN,ELLSWORTH,132,7,1-1,2018,green,88
9988,1.0,2,HAN,ELLSWORTH,132,7,2-1,2018,green,49
9989,1.0,2,HAN,ELLSWORTH,132,7,3-1,2018,green,38
9990,1.0,2,HAN,ELLSWORTH,132,7,4-1,2018,green,66
9991,3.0,2,HAN,FRANKLIN,137,7,1-1,2018,green,42
9992,3.0,2,HAN,FRENCHBORO,134,7,1-1,2018,green,3
9993,1.0,2,HAN,GOULDSBORO,136,6,1-1,2018,green,70
9994,1.0,2,HAN,GREAT POND,137,8,1-1,2018,green,2
9995,3.0,2,HAN,HANCOCK,136,7,1-1,2018,green,73
9996,3.0,2,HAN,LAMOINE,135,7,1-1,2018,green,65
9997,1.0,2,HAN,MARIAVILLE,136,7,1-1,2018,green,14
9998,3.0,2,HAN,MOUNT DESERT,135,7,1-1,2018,green,47
9999,3.0,2,HAN,MOUNT DESERT,135,7,1-2,2018,green,23
10000,2.0,2,HAN,ORLAND,131,8,1-1,2018,green,77
10001,1.0,2,HAN,OSBORN,136,7,1-1,2018,green,0
10002,1.0,2,HAN,OTIS,131,7,1-1,2018,green,31
10003,2.0,2,HAN,PENOBSCOT,131,8,1-1,2018,green,55
10004,2.0,2,HAN,SEDGWICK,133,7,1-1,2018,green,39
10005,1.0,2,HAN,SORRENTO,136,7,1-1,2018,green,8
10006,3.0,2,HAN,SOUTHWEST HARBOR,134,7,1-1,2018,green,78
10007,2.0,2,HAN,STONINGTON,134,7,1-1,2018,green,36
10008,1.0,2,HAN,SULLIVAN,136,6,1-1,2018,green,55
10009,1.0,2,HAN,SURRY,133,7,1-1,2018,green,64
10010,3.0,2,HAN,SWANS ISLAND,134,7,1-1,2018,green,26
10011,3.0,2,HAN,TREMONT,134,7,1-1,2018,green,43
10012,3.0,2,HAN,TRENTON,132,7,1-1,2018,green,75
10013,2.0,2,HAN,VERONA ISLAND,131,8,1-1,2018,green,14
10014,1.0,2,HAN,WALTHAM,136,7,1-1,2018,green,11
10015,1.0,2,HAN,WINTER HARBOR,136,6,1-1,2018,green,19
10016,3.0,2,KEN,ALBION,79,16,1-1,2018,green,55
10017,1.0,1,KEN,AUGUSTA,85,15,1-1,2018,green,20
10018,1.0,1,KEN,AUGUSTA,86,15,1-1,2018,green,99
10019,1.0,1,KEN,AUGUSTA,85,15,2-1,2018,green,155
10020,1.0,1,KEN,AUGUSTA,86,15,3-1,2018,green,128
10021,1.0,1,KEN,AUGUSTA,80,15,4-1,2018,green,54
10022,1.0,1,KEN,AUGUSTA,85,15,4-1,2018,green,107
10023,3.0,2,KEN,BELGRADE,76,17,1-1,2018,green,110
10024,3.0,2,KEN,BENTON,78,16,1-1,2018,green,18
10025,3.0,2,KEN,BENTON,79,16,1-1,2018,green,76
10026,1.0,1,KEN,CHELSEA,88,14,1-1,2018,green,96
10027,1.0,1,KEN,CHINA,79,15,1-1,2018,green,66
10028,3.0,2,KEN,CLINTON,106,16,1-1,2018,green,105
10029,2.0,1,KEN,FARMINGDALE,83,14,1-1,2018,green,90
10030,2.0,2,KEN,FAYETTE,76,17,1-1,2018,green,67
10031,2.0,2,KEN,GARDINER,83,14,1-1,2018,green,49
10032,2.0,2,KEN,GARDINER,83,14,2-1,2018,green,58
10033,2.0,2,KEN,GARDINER,83,14,3-1,2018,green,58
10034,2.0,2,KEN,GARDINER,83,14,4-1,2018,green,76
10035,2.0,1,KEN,HALLOWELL,84,14,1-1,2018,green,14
10036,2.0,1,KEN,HALLOWELL,84,14,2-1,2018,green,12
10037,2.0,1,KEN,HALLOWELL,84,14,3-1,2018,green,9
10038,2.0,1,KEN,HALLOWELL,84,14,4-1,2018,green,19
10039,2.0,1,KEN,HALLOWELL,84,14,5-1,2018,green,13
10040,2.0,2,KEN,LITCHFIELD,82,22,1-1,2018,green,158
10041,1.0,1,KEN,MANCHESTER,84,14,1-1,2018,green,105
10042,2.0,2,KEN,MONMOUTH,81,14,1-1,2018,green,14
10043,2.0,2,KEN,MONMOUTH,82,14,1-1,2018,green,164
10044,2.0,2,KEN,MOUNT VERNON,76,17,1-1,2018,green,81
10045,3.0,2,KEN,OAKLAND,110,15,1-1,2018,green,37
10046,3.0,2,KEN,OAKLAND,77,15,1-1,2018,green,102
10047,2.0,1,KEN,PITTSTON,87,14,1-1,2018,green,77
10048,2.0,2,KEN,RANDOLPH,87,14,1-1,2018,green,61
10049,2.0,1,KEN,READFIELD,81,14,1-1,2018,green,107
10050,3.0,2,KEN,ROME,76,3,1-1,2018,green,49
10051,1.0,2,KEN,SIDNEY,77,15,1-1,2018,green,136
10052,1.0,1,KEN,VASSALBORO,80,15,1-1,2018,green,148
10053,2.0,2,KEN,VIENNA,76,17,1-1,2018,green,35
10054,3.0,1,KEN,WATERVILLE,110,16,1-1,2018,green,47
10055,3.0,1,KEN,WATERVILLE,110,16,2-1,2018,green,58
10056,3.0,1,KEN,WATERVILLE,110,16,3-1,2018,green,143
10057,3.0,1,KEN,WATERVILLE,109,16,4-1,2018,green,73
10058,3.0,1,KEN,WATERVILLE,109,16,5-1,2018,green,56
10059,3.0,1,KEN,WATERVILLE,109,16,6-1,2018,green,70
10060,3.0,1,KEN,WATERVILLE,110,16,6-1,2018,green,14
10061,3.0,1,KEN,WATERVILLE,109,16,7-1,2018,green,64
10062,2.0,2,KEN,WAYNE,76,22,1-1,2018,green,29
10063,2.0,2,KEN,WEST GARDINER,84,14,1-1,2018,green,155
