,id,callSign,frequency,activeInd,medium
7833,27435,KDNS,94.1,Y,fm
7834,27659,KUDV,106.9,Y,fm
7835,29697,WTYS-FM,94.1,Y,fm
7836,30171,WQWV,103.7,Y,fm
7837,30279,WAGF-FM,101.3,Y,fm
7838,4277,WRSU-FM,88.7,Y,fm
7839,4278,WSUP,90.5,Y,fm
7840,4281,KEDP,91.1,Y,fm
7841,4284,WSUW,91.7,Y,fm
7842,4285,WUWM,89.7,Y,fm
7843,4286,WWSP,89.9,Y,fm
7844,4287,WVSS,90.7,Y,fm
7845,4289,KUWS,91.3,Y,fm
7846,4291,WRST-FM,90.3,Y,fm
7847,4299,WRSE,88.7,Y,fm
7848,4302,WCVF-FM,88.9,Y,fm
7849,4311,WMLU,91.3,Y,fm
7850,4298,WCDE,89.9,Y,fm
7851,64495,KSMX-FM,107.5,Y,fm
7852,4300,WLJS-FM,91.9,Y,fm
7853,4308,WEMC,91.7,Y,fm
7854,4273,KANW,89.1,Y,fm
7855,81886,KTZZ,93.7,Y,fm
7856,4282,WUEC,89.7,Y,fm
7857,81912,WKQL,103.3,Y,fm
7858,81963,WLRD,96.9,Y,fm
7859,82087,KAVX,91.9,Y,fm
7860,82088,KJAX,93.5,Y,fm
7861,4370,WJCS,89.3,Y,fm
7862,2925,WNCO-FM,101.3,Y,fm
7863,4631,KASB,89.9,Y,fm
7864,4581,KBBZ,98.5,Y,fm
7865,2922,WLFA,91.3,Y,fm
7866,4590,KEYA,88.5,Y,fm
7867,46712,KZMX-FM,96.7,Y,fm
7868,4627,KBCS,91.3,Y,fm
7869,4342,WJZD-FM,94.5,Y,fm
7870,4654,KBSB,89.7,Y,fm
7871,30822,WSTR,94.1,Y,fm
7872,28167,WLSW,105.5,Y,fm
7873,82092,WOKD-FM,91.1,Y,fm
7874,82135,KYOX,94.3,Y,fm
7875,82197,WHSL,107.7,Y,fm
7876,82199,WMYP,98.3,Y,fm
7877,82440,KTRM,88.7,Y,fm
7878,4770,WXFL,96.1,Y,fm
7879,4762,KMAR-FM,95.9,Y,fm
7880,183309,KKLM,104.1,Y,fm
7881,2935,KLCY,105.5,Y,fm
7882,31059,KRVY-FM,97.3,Y,fm
7883,4826,WERB,94.5,Y,fm
7884,31113,WAGX,101.3,Y,fm
7885,67773,KSOU-FM,93.9,Y,fm
7886,2999,WYAS,92.1,Y,fm
7887,82543,WAUO,90.7,Y,fm
7888,3009,KAJX,91.5,Y,fm
7889,82687,KESR,107.1,Y,fm
7890,82695,WUMC,90.5,Y,fm
7891,173256,WRSM,89.1,Y,fm
7892,4987,KBCU,88.1,Y,fm
7893,31444,KBBL,93.7,Y,fm
7894,31594,KPZA-FM,103.7,Y,fm
7895,4951,WVOB,91.3,Y,fm
7896,31661,KZBE,104.3,Y,fm
7897,177205,KOUI,90.7,Y,fm
7898,64660,WBCJ,88.1,Y,fm
7899,173309,WVBL,88.5,Y,fm
7900,5207,WJZQ,92.9,Y,fm
7901,5274,WQLT-FM,107.3,Y,fm
7902,5283,WBYG,99.5,Y,fm
7903,5300,KQSW,96.5,Y,fm
7904,5310,KBBF,89.1,Y,fm
7905,5334,WKRA-FM,92.7,Y,fm
7906,5220,KTCS-FM,99.9,Y,fm
7907,3041,KSQY,95.1,Y,fm
7908,78693,KIRS,107.7,Y,fm
7909,29496,KXIO,106.9,Y,fm
7910,198813,KEBE-FM,95.1,Y,fm
7911,31886,KCJC,102.3,Y,fm
7912,3056,WXUS,102.3,Y,fm
7913,5472,KBHU-FM,89.1,Y,fm
7914,5488,WJFP,91.1,Y,fm
7915,5881,WHSK,91.1,Y,fm
7916,65177,WRTL,90.7,Y,fm
7917,3051,KBDG,90.9,Y,fm
7918,65471,WKPS,90.7,Y,fm
7919,65558,WKWO,90.9,Y,fm
7920,3057,WXJZ,100.9,Y,fm
7921,83259,KBTL,88.1,Y,fm
7922,173972,WHRE,91.9,Y,fm
7923,6121,WJSC-FM,90.7,Y,fm
7924,3059,WCTQ,92.1,Y,fm
7925,6052,WNTH,88.1,Y,fm
7926,32983,WWZY,107.1,Y,fm
7927,6050,WMTH,90.5,Y,fm
7928,3073,KWCW,90.5,Y,fm
7929,65601,WZMB,91.3,Y,fm
7930,6083,KUNM,89.9,Y,fm
7931,65961,WEXP,101.5,Y,fm
7932,6091,WRFW,88.7,Y,fm
7933,6100,KLDN,88.9,Y,fm
7934,6105,KGSP,90.5,Y,fm
7935,6109,WRRC,107.7,Y,fm
7936,65986,WMKW,89.3,Y,fm
7937,83278,KVEG,97.5,Y,fm
7938,83433,KHKV,91.1,Y,fm
7939,6123,WWLR,91.5,Y,fm
7940,83445,KNLH,89.5,Y,fm
7941,6128,WSIE,88.7,Y,fm
7942,3058,WMFQ,92.9,Y,fm
7943,164090,KHSQ,107.7,Y,fm
7944,6107,WEGL,91.1,Y,fm
7945,175739,WXTR,89.9,Y,fm
7946,33332,KCHZ,95.7,Y,fm
7947,3078,WXKT,103.7,Y,fm
7948,33394,KSML-FM,101.9,Y,fm
7949,6325,KBSU-FM,90.3,Y,fm
7950,6343,WGEL,101.7,Y,fm
7951,6430,KQUR,94.9,Y,fm
7952,33402,KKYC,102.3,Y,fm
7953,66013,WPOI,101.5,Y,fm
7954,3075,KBBT,98.5,Y,fm
7955,66111,WFCM-FM,91.7,Y,fm
7956,66306,WFUM,91.1,Y,fm
7957,3114,WJMX-FM,103.3,Y,fm
7958,3120,WDAR-FM,105.5,Y,fm
7959,33439,KRAZ,105.9,Y,fm
7960,6492,KCCV-FM,92.3,Y,fm
7961,6504,KCIV,99.9,Y,fm
7962,6508,KAYX,92.5,Y,fm
7963,6512,KGNU-FM,88.5,Y,fm
7964,33457,KHQT,103.1,Y,fm
7965,66309,WVGR,104.1,Y,fm
7966,66316,WCBN-FM,88.3,Y,fm
7967,66659,WTBG,95.3,Y,fm
7968,6590,WSRB,106.3,Y,fm
7969,3105,WUMJ,97.5,Y,fm
7970,6472,WTUF,106.3,Y,fm
7971,6610,WCBU,89.9,Y,fm
7972,83446,KNLP,89.7,Y,fm
7973,83448,WCBW-FM,89.7,Y,fm
7974,198744,KJHF,103.1,Y,fm
7975,176879,WVWS,89.3,Y,fm
7976,184911,WOUX,105.3,Y,fm
7977,6638,WBRS,100.1,Y,fm
7978,3135,WAWY,103.9,Y,fm
7979,6670,KEOS,89.1,Y,fm
7980,6681,WKNH,91.3,Y,fm
7981,6682,WGFR,92.7,Y,fm
7982,6726,WXBA,88.1,Y,fm
7983,6650,WMPH,91.7,Y,fm
7984,6752,WJTT,94.3,Y,fm
7985,3125,WAYV,95.1,Y,fm
7986,6706,WBCX,89.1,Y,fm
7987,6804,WLJR,88.5,Y,fm
7988,33567,KSSC,107.1,Y,fm
7989,33673,KBOA-FM,105.5,Y,fm
7990,33780,WMXN-FM,101.7,Y,fm
7991,83548,KXRQ,94.3,Y,fm
7992,6820,WBIM-FM,91.5,Y,fm
7993,3142,WRRM,98.5,Y,fm
7994,3139,WTKU-FM,98.3,Y,fm
7995,33787,KLPR,91.1,Y,fm
7996,7053,WEUZ,92.1,Y,fm
7997,122472,KNDW,91.7,Y,fm
7998,33946,KCRX-FM,102.3,Y,fm
7999,6876,WXBQ-FM,96.9,Y,fm
8000,83586,KUUB,94.5,Y,fm
8001,83593,KFRZ,92.1,Y,fm
8002,83612,WHND,89.7,Y,fm
8003,7116,WBJB-FM,90.5,Y,fm
8004,7212,KPSO-FM,106.3,Y,fm
8005,7309,WLQI,97.7,Y,fm
8006,7320,KOXE,101.3,Y,fm
8007,177016,WRRS,88.5,Y,fm
8008,191505,KXXU,104.3,Y,fm
8009,34042,WKRJ,91.5,Y,fm
8010,34259,WKWC,90.3,Y,fm
8011,3158,WNYQ,101.7,Y,fm
8012,3159,KLSB,97.5,Y,fm
8013,7697,KUZZ-FM,107.9,Y,fm
8014,34295,WPUB-FM,102.7,Y,fm
8015,83787,KKXS,96.1,Y,fm
8016,34376,WLMG,101.9,Y,fm
8017,34390,WFBC-FM,93.7,Y,fm
8018,7742,KBPK,90.1,Y,fm
8019,7725,WKMM,96.7,Y,fm
8020,34461,KGGF-FM,104.1,Y,fm
8021,7922,WBYO,88.9,Y,fm
8022,7837,WBSD,89.1,Y,fm
8023,7862,KIBC,90.5,Y,fm
8024,7866,KYEE,94.3,Y,fm
8025,7874,WCFW,105.7,Y,fm
8026,68158,KTAC,93.9,Y,fm
8027,7931,WRDV,89.3,Y,fm
8028,7914,KYIX,104.9,Y,fm
8029,68181,WTBF-FM,94.7,Y,fm
8030,7839,WIZN,106.7,Y,fm
8031,83868,KUWN,90.5,Y,fm
8032,83870,KCVK,107.7,Y,fm
8033,35427,KOMG,105.1,Y,fm
8034,7722,WVBU-FM,90.5,Y,fm
8035,83876,KMSE,88.7,Y,fm
8036,3229,WPWB,90.5,Y,fm
8037,1626,WQST-FM,92.5,Y,fm
8038,8127,WYBF,89.1,Y,fm
8039,3236,WLPE,91.7,Y,fm
8040,2686,WLFP,94.1,Y,fm
8041,3221,WSEA,100.3,Y,fm
8042,34923,KZZX,105.3,Y,fm
8043,34929,WNAE,104.3,Y,fm
8044,84090,KOMT,93.5,Y,fm
8045,84180,WKIV,88.1,Y,fm
8046,84181,WAUM,91.9,Y,fm
8047,84237,KVVR,97.9,Y,fm
8048,8220,KCLU-FM,88.3,Y,fm
8049,8475,WTHO-FM,101.7,Y,fm
8050,8349,KFSR,90.7,Y,fm
8051,3970,KOKO-FM,94.3,Y,fm
8052,4103,WANT,98.9,Y,fm
8053,8468,WDBK,91.5,Y,fm
8054,3245,KKDQ,99.3,Y,fm
8055,35286,KLZA,101.3,Y,fm
8056,68185,WRWA,88.7,Y,fm
8057,68186,WTJB,91.7,Y,fm
8058,84240,KNBZ,97.7,Y,fm
8059,84242,KJCY,95.5,Y,fm
8060,3258,KSWF,100.5,Y,fm
8061,191496,KZQM,104.9,Y,fm
8062,8650,KTOO,104.3,Y,fm
8063,8553,WHGL-FM,100.3,Y,fm
8064,3251,WFDT,105.5,Y,fm
8065,8567,WLYK,102.7,Y,fm
8066,8574,WCCT-FM,90.3,Y,fm
8067,8572,WKKL,90.7,Y,fm
8068,198736,KXBB,101.7,Y,fm
8069,4271,WOVI,89.5,Y,fm
8070,8676,KLOZ,92.7,Y,fm
8071,4296,KUAR,89.1,Y,fm
8072,165950,KOME-FM,95.5,Y,fm
8073,84247,KQRI,105.5,Y,fm
8074,184977,KCBP,95.5,Y,fm
8075,84363,WKTH,88.5,Y,fm
8076,84440,WAWN,89.5,Y,fm
8077,198775,KJDE,100.1,Y,fm
8078,8685,KMFA,89.5,Y,fm
8079,8690,KBZN,97.9,Y,fm
8080,3346,WAPX-FM,91.9,Y,fm
8081,4956,KSBH,94.9,Y,fm
8082,8782,KKBI,106.1,Y,fm
8083,176691,KXEM,88.1,Y,fm
8084,8867,KRLX,88.1,Y,fm
8085,3338,KFXI,92.1,Y,fm
8086,5018,WRTP,88.5,Y,fm
8087,35370,KMHK,103.7,Y,fm
8088,68207,WKKT,96.9,Y,fm
8089,68612,KYTN,104.9,Y,fm
8090,9115,KKRL,93.7,Y,fm
8091,9119,WCCI,100.3,Y,fm
8092,5164,WHPE-FM,95.5,Y,fm
8093,3367,KSCQ,92.9,Y,fm
8094,9215,KMXL,95.1,Y,fm
8095,73625,KSNR,100.3,Y,fm
8096,5878,WFHB,91.3,Y,fm
8097,3395,KMQA,100.5,Y,fm
8098,9335,WORO,92.5,Y,fm
8099,35537,WAJZ,96.3,Y,fm
8100,84475,KBGY,107.5,Y,fm
8101,84479,WTLI,89.3,Y,fm
8102,3432,WKLW-FM,94.7,Y,fm
8103,3407,KLIX-FM,96.5,Y,fm
8104,3483,KVOB,95.5,Y,fm
8105,3526,KDVY,93.5,Y,fm
8106,9666,KKBJ-FM,103.7,Y,fm
8107,162475,KOSY-FM,95.7,Y,fm
8108,3422,KZWA,104.9,Y,fm
8109,68633,KRFG,102.9,Y,fm
8110,3409,KLAD-FM,92.5,Y,fm
8111,3464,WZPW,92.3,Y,fm
8112,68658,WTYL-FM,97.7,Y,fm
8113,68667,WUAG,103.1,Y,fm
8114,9686,WCDO-FM,100.9,Y,fm
8115,9871,WSCF-FM,91.9,Y,fm
8116,9848,KYTE,102.7,Y,fm
8117,3534,KLHB,105.5,Y,fm
8118,9780,WCWT-FM,107.3,Y,fm
8119,36500,WLVF-FM,90.3,Y,fm
8120,6051,WAPS,91.3,Y,fm
8121,35556,KZIA,102.9,Y,fm
8122,36488,KBBD,103.9,Y,fm
8123,9867,WFCS,107.7,Y,fm
8124,35581,KRMX,92.9,Y,fm
8125,68692,WKOL,105.1,Y,fm
8126,84490,KQMO,97.7,Y,fm
8127,84785,KBCM,88.3,Y,fm
8128,84829,KMDX,106.1,Y,fm
8129,84893,KMDY,90.9,Y,fm
8130,9890,KLER-FM,95.1,Y,fm
8131,6664,WSMS,99.9,Y,fm
8132,68976,KBPI,107.9,Y,fm
8133,69115,WICR,88.7,Y,fm
8134,9965,WNCY-FM,100.3,Y,fm
8135,9962,WYDR,94.3,Y,fm
8136,3539,WNYE,91.5,Y,fm
8137,36743,KKSW,105.9,Y,fm
8138,189512,WIPK,94.5,Y,fm
8139,173373,KWBP,90.3,Y,fm
8140,84914,KBKN,91.3,Y,fm
8141,85024,KKZQ,100.1,Y,fm
8142,9977,KNCT-FM,91.3,Y,fm
8143,3636,WAVH,106.5,Y,fm
8145,10030,KCWC-FM,88.1,Y,fm
8146,3605,WROI,92.1,Y,fm
8147,10069,WBVE,107.5,Y,fm
8148,6877,WKYQ,93.3,Y,fm
8149,10029,WCCN-FM,107.5,Y,fm
8150,3652,KHKC-FM,102.1,Y,fm
8151,7317,WKKS-FM,104.9,Y,fm
8152,69401,KUCA,91.3,Y,fm
8153,69552,KBNU,93.9,Y,fm
8154,70736,KJOE,106.1,Y,fm
8155,70866,WKFS,107.1,Y,fm
8156,3655,WPDA,106.1,Y,fm
8157,8603,WTTT,88.9,Y,fm
8158,10658,KREZ,104.7,Y,fm
8159,10351,WHLC,104.5,Y,fm
8160,9083,WLPG,91.7,Y,fm
8161,9212,WUGO,99.7,Y,fm
8162,71043,KLWS,91.5,Y,fm
8163,71094,WFRY-FM,97.5,Y,fm
8164,10666,WECB,105.3,Y,fm
8165,71358,WWGM,93.9,Y,fm
8166,90679,WLJV,89.5,Y,fm
8167,9247,WKHM-FM,105.3,Y,fm
8168,9255,WRUW-FM,91.1,Y,fm
8169,3665,WHCF,88.5,Y,fm
8170,191531,WETI,103.5,Y,fm
8171,3671,WBFB,97.1,Y,fm
8172,36357,WATQ,106.7,Y,fm
8173,10757,WFOS,88.7,Y,fm
8174,10861,WWEB,89.9,Y,fm
8175,198808,KURT,93.7,Y,fm
8176,3675,WYCY,105.3,Y,fm
8177,38615,KLPI,89.1,Y,fm
8178,85074,WJIC,91.7,Y,fm
8179,71405,WFRF-FM,105.7,Y,fm
8180,71555,KTSR,92.1,Y,fm
8181,10955,WIDA-FM,90.5,Y,fm
8182,11091,WAFT,101.1,Y,fm
8183,11042,KBHL,103.9,Y,fm
8184,11043,KBHZ,91.9,Y,fm
8186,11107,KMOC,89.5,Y,fm
8187,3681,KWFC,89.1,Y,fm
8188,72171,KWAS,88.1,Y,fm
8189,11226,WJMG,92.1,Y,fm
8190,3727,KAEH,100.9,Y,fm
8191,3725,WKJS,105.7,Y,fm
8192,3728,WAFY,103.1,Y,fm
8193,9841,WDCC,90.5,Y,fm
8194,49266,WVSQ,106.9,Y,fm
8195,11412,WHCR-FM,90.3,Y,fm
8196,9842,WUAW,88.3,Y,fm
8197,36507,KXBJ,96.9,Y,fm
8198,176305,KAZK,89.7,Y,fm
8199,66712,WNSX,97.7,Y,fm
8200,83610,KLVN,88.3,Y,fm
8201,11663,WCUC-FM,91.7,Y,fm
8202,11661,WCCR-FM,92.7,Y,fm
8203,11719,WTSC-FM,91.1,Y,fm
8204,3915,KTDD,104.9,Y,fm
8205,11751,KWDQ,102.3,Y,fm
8206,9911,WCMZ-FM,98.3,Y,fm
8207,3922,KPKL,107.1,Y,fm
8208,72311,WXMG,95.5,Y,fm
8209,72460,WSIF,90.9,Y,fm
8210,85164,KYFP,89.1,Y,fm
8211,11903,KVHS,90.5,Y,fm
8212,3956,WBUS,99.5,Y,fm
8213,3958,WLWF,96.5,Y,fm
8214,11974,WVLT,92.1,Y,fm
8215,3969,WXST,99.7,Y,fm
8216,10515,WKLX,100.7,Y,fm
8217,3954,WKKQ,96.1,Y,fm
8218,12052,WCXO,96.7,Y,fm
8219,37015,KCRZ,104.9,Y,fm
8220,73073,KBIQ,102.7,Y,fm
8221,73074,WSAQ,107.1,Y,fm
8222,4030,WDNA,88.9,Y,fm
8223,12065,KVCO,88.3,Y,fm
8224,12066,KDBR,106.3,Y,fm
8225,12068,KVTI,90.9,Y,fm
8226,10776,KSFT-FM,107.1,Y,fm
8227,4019,KXTQ-FM,106.5,Y,fm
8228,12206,KSNP,97.7,Y,fm
8229,11077,WFSO,88.3,Y,fm
8230,11243,KZBD,105.7,Y,fm
8231,12139,KCST-FM,106.9,Y,fm
8232,175692,KYTR,88.1,Y,fm
8233,85167,KAXR,91.3,Y,fm
8234,12320,WFLO-FM,95.7,Y,fm
8235,11282,KSLX-FM,100.7,Y,fm
8236,12281,WDCB,90.9,Y,fm
8237,12283,WCSF,88.7,Y,fm
8238,12287,KCOZ,91.7,Y,fm
8239,4039,KWYK-FM,94.9,Y,fm
8240,177237,KNPC,88.5,Y,fm
8241,12381,WMTM-FM,93.9,Y,fm
8242,12000,WSBF-FM,88.1,Y,fm
8243,12378,KMTS,99.1,Y,fm
8244,4042,KZUS,92.3,Y,fm
8245,12424,WCRX,88.1,Y,fm
8246,172695,KNWT,89.1,Y,fm
8247,38640,WWLD,102.3,Y,fm
8248,38900,WNKT,107.5,Y,fm
8249,85287,WISE-FM,90.5,Y,fm
8250,4053,WFMF,102.5,Y,fm
8251,12510,KLRR,101.7,Y,fm
8252,13983,WTNS-FM,99.3,Y,fm
8253,4059,WOCE,101.9,Y,fm
8254,12868,WLKL,89.9,Y,fm
8255,4045,KHDY-FM,98.5,Y,fm
8256,39368,KLBL,101.5,Y,fm
8257,39532,KKTZ,107.5,Y,fm
8258,39624,WPWQ,106.7,Y,fm
8259,39734,KSZR,97.5,Y,fm
8260,12912,KDUV,88.9,Y,fm
8261,12921,WARG,88.9,Y,fm
8262,12922,WHFH,88.5,Y,fm
8263,13576,WLUJ,89.7,Y,fm
8266,14643,WKRF,107.9,Y,fm
8267,39787,WMLQ,97.7,Y,fm
8268,13556,WIQH,88.3,Y,fm
8269,39815,WVMC-FM,90.7,Y,fm
8270,4074,WJJH,96.7,Y,fm
8271,27118,KGFC,88.9,Y,fm
8272,4079,KAKN,100.9,Y,fm
8273,12972,KJIC,90.5,Y,fm
8274,13582,KWSO,91.9,Y,fm
8275,67053,WCMT-FM,101.3,Y,fm
8276,4080,KTEE,94.9,Y,fm
8277,85325,KBTA-FM,99.5,Y,fm
8278,85347,KUAC,89.9,Y,fm
8279,15173,WJNG,100.5,Y,fm
8280,13634,WIHS,104.9,Y,fm
8281,4090,WBQA,96.7,Y,fm
8282,52737,WPNC-FM,95.9,Y,fm
8283,15269,KRAO-FM,102.5,Y,fm
8284,15310,KQEW,102.3,Y,fm
8285,15380,WNSV,104.7,Y,fm
8286,173880,KPBG,90.9,Y,fm
8287,40754,WJMH,102.1,Y,fm
8288,40755,WNVZ,104.5,Y,fm
8289,13927,WGNJ,89.3,Y,fm
8290,13942,WCEB,91.9,Y,fm
8291,13972,KKOZ-FM,92.1,Y,fm
8292,4094,WAAW,94.7,Y,fm
8293,17529,WCCG,104.5,Y,fm
8294,14019,KMIQ,104.9,Y,fm
8295,13952,WTPM,92.9,Y,fm
8296,4098,WZOR,94.7,Y,fm
8297,4102,WYQQ,90.1,Y,fm
8299,13936,WJLU,89.7,Y,fm
8300,40798,KYRK,106.5,Y,fm
8301,40842,KRUP,99.1,Y,fm
8302,14467,WJTL,90.3,Y,fm
8303,14229,WCVY,91.5,Y,fm
8304,14247,KSQQ,96.1,Y,fm
8305,14429,KNYD,90.5,Y,fm
8306,14462,KOZO,89.7,Y,fm
8307,4115,KLTH,106.7,Y,fm
8308,18409,KMGV,97.9,Y,fm
8309,14492,KBUT,90.3,Y,fm
8310,18511,WPGB,104.7,Y,fm
8311,14506,KWPZ,106.5,Y,fm
8312,4114,KUPL,98.7,Y,fm
8313,19070,WGCM-FM,102.3,Y,fm
8314,19243,KKLN,94.1,Y,fm
8315,41099,KSMA-FM,98.7,Y,fm
8316,85424,WBFG,96.5,Y,fm
8317,4117,KSJO,92.3,Y,fm
8318,14627,KCWN,99.9,Y,fm
8319,19249,WRVS-FM,89.9,Y,fm
8320,4124,KWBU-FM,103.3,Y,fm
8321,4125,WILN,105.9,Y,fm
8322,19816,WKDP-FM,99.5,Y,fm
8323,20413,WWEL,103.9,Y,fm
8324,20438,WROR-FM,105.7,Y,fm
8325,176661,WSJQ,91.5,Y,fm
8326,41119,KEZE,96.9,Y,fm
8327,14747,WMLN-FM,91.5,Y,fm
8328,41241,KRRX,106.1,Y,fm
8329,14769,KBBN-FM,95.3,Y,fm
8330,14771,WEIB,106.3,Y,fm
8331,41433,KATP,101.9,Y,fm
8332,14982,KZQD,105.1,Y,fm
8333,14962,WHMS-FM,97.5,Y,fm
8334,14957,WMPI,105.3,Y,fm
8335,4155,KPMX,105.7,Y,fm
8336,15022,KBDZ,93.1,Y,fm
8337,15025,WDBN,107.9,Y,fm
8338,41311,WFVL,102.3,Y,fm
8339,41323,KRVF,106.9,Y,fm
8340,15378,WQRL,106.3,Y,fm
8341,4174,WGVU-FM,88.5,Y,fm
8342,20467,WJKE,101.3,Y,fm
8343,4204,WVFS,89.7,Y,fm
8344,20592,WWMP,103.3,Y,fm
8345,21837,WJCR-FM,90.1,Y,fm
8346,4209,KRUX,91.5,Y,fm
8347,41614,WHBZ,106.5,Y,fm
8348,174895,KPOV-FM,88.9,Y,fm
8349,4210,KSMU,91.1,Y,fm
8350,15527,WWKY-FM,104.9,Y,fm
8351,22053,KBFC,93.5,Y,fm
8352,15825,WXJK,101.3,Y,fm
8353,22094,WINK-FM,96.9,Y,fm
8354,164261,KXEU,95.5,Y,fm
8355,41620,KRDG,105.3,Y,fm
8356,41641,WQEM,101.5,Y,fm
8357,41669,WVYB,103.3,Y,fm
8358,15871,WQHL-FM,98.1,Y,fm
8359,16367,KDHK,100.5,Y,fm
8360,42075,KMCX-FM,106.5,Y,fm
8361,41675,WNDV-FM,92.9,Y,fm
8362,15985,WGAO,88.3,Y,fm
8363,41678,WKLQ,94.5,Y,fm
8364,41680,WLAV-FM,96.9,Y,fm
8365,16297,KACQ,101.9,Y,fm
8366,41681,WRSR,103.9,Y,fm
8367,41683,WKAR-FM,90.5,Y,fm
8368,41685,WMTU-FM,91.9,Y,fm
8369,85426,KPLG,91.5,Y,fm
8370,85430,KBSY,88.5,Y,fm
8371,16408,WDKB,94.9,Y,fm
8372,16459,WSTW,93.7,Y,fm
8373,16697,WGRE,91.5,Y,fm
8374,16433,KDKK,97.5,Y,fm
8375,4247,WXJM,88.7,Y,fm
8376,16583,WBBC-FM,93.5,Y,fm
8377,22336,WFCI,89.5,Y,fm
8378,41865,WVWB,105.1,Y,fm
8379,41880,WYKL,98.7,Y,fm
8380,16905,WDIC-FM,92.1,Y,fm
8381,23324,WSGE,91.7,Y,fm
8382,16778,KDST,99.3,Y,fm
8383,16780,KCTN,100.1,Y,fm
8384,23344,WIVY,96.3,Y,fm
8385,16832,KDEX-FM,102.3,Y,fm
8386,16906,WEAG-FM,106.3,Y,fm
8387,16915,KNDY-FM,95.5,Y,fm
8388,16945,KLUX,89.5,Y,fm
8389,4259,KFBD-FM,97.9,Y,fm
8390,4266,WEPS,88.9,Y,fm
8391,23352,WSKY-FM,97.3,Y,fm
8392,41884,KLCA,96.5,Y,fm
8393,16946,KHOY,88.1,Y,fm
8394,17356,WGTF,89.5,Y,fm
8395,17028,KSDZ,95.5,Y,fm
8396,17053,KONQ,91.9,Y,fm
8397,17043,KDNE,91.9,Y,fm
8398,17056,WDMP-FM,99.3,Y,fm
8399,17314,KDCR,88.5,Y,fm
8400,41885,WKNP,90.1,Y,fm
8401,4275,KBEM-FM,88.5,Y,fm
8402,4279,KMTH,98.7,Y,fm
8403,42060,WMSB,88.9,Y,fm
8404,17308,WDOR-FM,93.9,Y,fm
8405,190453,WDKM,92.5,Y,fm
8406,191497,WDMT,106.3,Y,fm
8407,42083,KNWM,96.1,Y,fm
8408,42113,KUQL,98.3,Y,fm
8409,42114,WPBG,93.3,Y,fm
8410,17411,KKTS-FM,99.3,Y,fm
8411,4280,WYHH,89.7,Y,fm
8412,4303,WUKY,91.3,Y,fm
8413,23464,WHKF,99.3,Y,fm
8414,24099,WMXX-FM,103.1,Y,fm
8415,42148,KNEX,106.1,Y,fm
8416,42646,WMKR,94.3,Y,fm
8417,43060,KJMC,89.3,Y,fm
8418,43132,KRHQ,102.3,Y,fm
8419,85488,WEQF-FM,105.3,Y,fm
8420,85510,KBIO,89.7,Y,fm
8421,4364,WJQK,99.3,Y,fm
8422,4327,WLSU,88.9,Y,fm
8423,24641,WMMQ,94.9,Y,fm
8424,24663,WGCS,91.1,Y,fm
8425,24666,KAMJ,93.9,Y,fm
8426,24688,WHWL,95.7,Y,fm
8427,4336,KIKV-FM,100.7,Y,fm
8428,24690,WEUL,98.1,Y,fm
8429,24709,WOTJ,90.7,Y,fm
8430,85604,KAXV,91.9,Y,fm
8431,65599,KSAL-FM,104.9,Y,fm
8432,18167,WECI,91.5,Y,fm
8433,18076,KKCI,102.5,Y,fm
8434,4376,WEAN-FM,99.7,Y,fm
8435,18068,KHUT,102.9,Y,fm
8436,25050,WBQT,96.9,Y,fm
8437,25080,WIHT,99.5,Y,fm
8438,198814,KDNT,94.5,Y,fm
8439,25756,WMBX,102.3,Y,fm
8440,18179,WJGA-FM,92.1,Y,fm
8441,18247,WESS,90.3,Y,fm
8442,18260,KETR,88.9,Y,fm
8443,176883,KPWD,91.7,Y,fm
8444,198807,KHNZ,101.3,Y,fm
8445,198738,KOJP,95.3,Y,fm
8446,43444,WBPM,92.9,Y,fm
8447,43550,WERW,94.3,Y,fm
8448,4380,WSHK,105.3,Y,fm
8449,18298,WECS,90.1,Y,fm
8450,18299,WEIU,88.9,Y,fm
8451,4438,KPGG,103.9,Y,fm
8452,18390,KARB,98.3,Y,fm
8453,18391,KEWU-FM,89.5,Y,fm
8454,18281,WTUK,105.1,Y,fm
8455,18307,WEKU,88.9,Y,fm
8456,18386,WESR-FM,103.3,Y,fm
8457,26390,KJSM-FM,97.7,Y,fm
8458,43557,WXLO,104.5,Y,fm
8459,43628,WQKS-FM,96.1,Y,fm
8460,4474,WXRO,95.3,Y,fm
8461,18665,WFSE,88.9,Y,fm
8462,43653,WJUX,99.7,Y,fm
8463,19081,KECG,88.1,Y,fm
8464,43663,WBGM,88.1,Y,fm
8465,43707,WDVV,89.7,Y,fm
8466,171027,KLWR,101.9,Y,fm
8467,43749,KCWR,107.1,Y,fm
8468,43765,WMKY,90.3,Y,fm
8469,43873,WONE-FM,97.5,Y,fm
8470,43921,WRMU-FM,91.1,Y,fm
8471,44032,WCEL,91.9,Y,fm
8472,19482,WERS,88.9,Y,fm
8473,4588,KBMX,107.7,Y,fm
8474,19237,KJIW-FM,94.5,Y,fm
8475,28603,WISU,89.7,Y,fm
8476,19356,WWEC,88.3,Y,fm
8477,19370,KLKO,93.7,Y,fm
8478,44024,WDRM,102.1,Y,fm
8479,19446,WECW,107.7,Y,fm
8480,28609,WJJK,104.5,Y,fm
8481,43964,WSGS,101.1,Y,fm
