"","Hour","Date","West Enfield","Jonesboro","Total Billable","Period.x","Above Market Costs","X__1","***Check Cap in CMP file***","Ashland","Fort Fairfield","Running MWh Total","Billable","LMP","Period.y","Above Market Price","Reimbursable Above Market Costs","Running Payment Total"
"209",1,2017-07-28,"0","0","0","7/2017",0,"","","31.808","30.24","130879.219","40","15.88","7/2017","30.62","1224.8","2579811.6063"
"210",1,2017-07-29,"0","0","0","7/2017",0,"","","34.272","30.467","131839.219","40","18.21","7/2017","28.29","1131.6","2604789.2063"
"211",1,2017-07-30,"0","0","0","7/2017",0,"","","35.168","30.505","132734.138","40","15.76","7/2017","30.74","1229.6","2631554.08207"
"212",1,2017-07-31,"0","0","0","7/2017",0,"","","33.936","29.421","133694.138","40","15.54","7/2017","30.96","1238.4","2658847.28207001"
"213",1,2017-08-01,"0","0","0","8/2017",0,"","","35.86","31.5","134654.138","40","18.01","8/2017","28.49","1139.6","2679851.68207001"
"214",1,2017-08-02,"0","0","0","8/2017",0,"","","35.708","31.651","135614.138","40","23.48","8/2017","23.02","920.8","2697748.88207"
"215",1,2017-08-03,"0","0","0","8/2017",0,"","","36.8","32.584","136574.138","40","22.77","8/2017","23.73","949.2","2708788.88207"
"216",1,2017-08-04,"0","0","0","8/2017",0,"","","37.601","31.979","137534.138","40","20.26","8/2017","26.24","1049.6","2723594.88207001"
"217",1,2017-08-05,"0","0","0","8/2017",0,"","","37.341","29.459","138494.138","40","20.18","8/2017","26.32","1052.8","2744028.88207001"
"218",1,2017-08-06,"0","0","0","8/2017",0,"","","35.182","0","139376.795","35.182","17.14","8/2017","29.36","1032.94352","2766563.29861001"
"219",1,2017-08-07,"0","0","0","8/2017",0,"","","36.873","32.382","140271.976","40","14.47","8/2017","32.03","1281.2","2791575.85988001"
"220",1,2017-08-08,"0","0","0","8/2017",0,"","","37.33","31.588","141192.746","40","14.42","8/2017","32.08","1283.2","2814980.30274001"
"221",1,2017-08-09,"0","0","0","8/2017",0,"","","38.251","31.979","142152.746","40","14.34","8/2017","32.16","1286.4","2841215.10274001"
"222",1,2017-08-10,"0","0","0","8/2017",0,"","","39.127","31.815","143112.746","40","16.4","8/2017","30.1","1204","2864910.30274001"
"223",1,2017-08-11,"0","0","0","8/2017",0,"","","38.604","32.747","144072.746","40","15.77","8/2017","30.73","1229.2","2886521.50274001"
"224",1,2017-08-12,"0","0","0","8/2017",0,"","","38.833","31.739","145032.746","40","19.09","8/2017","27.41","1096.4","2910376.30274001"
"225",1,2017-08-13,"0","0","0","8/2017",0,"","","38.511","31.865","145992.746","40","17.67","8/2017","28.83","1153.2","2936179.50274001"
"226",1,2017-08-14,"0","0","0","8/2017",0,"","","38.598","33.125","146952.746","40","16.55","8/2017","29.95","1198","2962305.90274001"
"227",1,2017-08-15,"0","0","0","8/2017",0,"","","39.169","31.248","147912.746","40","19.2","8/2017","27.3","1092","2983429.50274001"
"228",1,2017-08-16,"0","0","0","8/2017",0,"","","37.562","31.903","148872.746","40","20.68","8/2017","25.82","1032.8","3002093.90274001"
"229",1,2017-08-17,"0","0","0","8/2017",0,"","","37.702","32.218","149832.746","40","17.18","8/2017","29.32","1172.8","3025751.10274001"
"230",1,2017-08-18,"0","0","0","8/2017",0,"","","38.256","32.42","150792.746","40","20.17","8/2017","26.33","1053.2","3049159.90274001"
"231",1,2017-08-19,"0","0","0","8/2017",0,"","","38.744","31.651","151752.746","40","28.31","8/2017","18.19","727.6","3069938.30274001"
"232",1,2017-08-20,"0","0","0","8/2017",0,"","","37.204","32.344","152712.746","40","21.78","8/2017","24.72","988.8","3087894.30274001"
"233",1,2017-08-21,"0","0","0","8/2017",0,"","","37.394","32.596","153672.746","40","18.86","8/2017","27.64","1105.6","3109279.10274001"
"234",1,2017-08-22,"0","0","0","8/2017",0,"","","38.66","32.117","154632.746","40","21.5","8/2017","25","1000","3123098.70274001"
"235",1,2017-08-23,"0","0","0","8/2017",0,"","","36.966","28.249","155592.746","40","22.37","8/2017","24.13","965.2","3133706.70274001"
"236",1,2017-08-24,"0","0","0","8/2017",0,"","","38.394","31.109","156552.746","40","20","8/2017","26.5","1060","3153680.70274001"
"237",1,2017-08-25,"0","0","0","8/2017",0,"","","38.564","32.319","157512.746","40","16.27","8/2017","30.23","1209.2","3176420.70274001"
"238",1,2017-08-26,"0","0","0","8/2017",0,"","","39.012","32.634","158472.746","40","15.52","8/2017","30.98","1239.2","3201445.10274001"
"239",1,2017-08-27,"0","0","0","8/2017",0,"","","38.928","31.412","159432.746","40","12.5","8/2017","34","1360","3231305.10274001"
"240",1,2017-08-28,"0","0","0","8/2017",0,"","","22.162","32.344","160392.746","40","12.5","8/2017","34","1360","3261635.10274001"
"241",1,2017-08-29,"0","0","0","8/2017",0,"","","38.917","31.954","161352.746","40","16.09","8/2017","30.41","1216.4","3289561.50274001"
"242",1,2017-08-30,"0","0","0","8/2017",0,"","","39.578","32.609","162312.746","40","14.66","8/2017","31.84","1273.6","3314923.50274001"
"243",1,2017-08-31,"12.24","0","12.24","8/2017",164.016,"","","39.094","31.588","163272.746","40","13","8/2017","33.5","1340","3338792.30274001"
"244",1,2017-09-01,"13.669","0","13.669","9/2017",183.1646,"","","38.416","32.054","164232.746","40","12.93","9/2017","33.57","1342.8","3365165.10274001"
"245",1,2017-09-02,"14.069","0","14.069","9/2017",188.5246,"","","38.192","32.873","165192.746","40","10.87","9/2017","35.63","1425.2","3395400.70274001"
"246",1,2017-09-03,"14.852","0","14.852","9/2017",199.0168,"","","37.856","32.823","166152.746","40","10.31","9/2017","36.19","1447.6","3428746.70274001"
"247",1,2017-09-04,"14.969","0","14.969","9/2017",200.5846,"","","37.632","32.508","167112.746","40","10.38","9/2017","36.12","1444.8","3462670.70274001"
"248",1,2017-09-05,"14.611","0","14.611","9/2017",195.7874,"","","38.304","31.664","168072.746","40","16.37","9/2017","30.13","1205.2","3492593.90274001"
"249",1,2017-09-06,"14.706","0","14.706","9/2017",197.0604,"","","0","30.971","169023.717","30.971","17.67","9/2017","28.83","892.89393","3515320.39667001"
"250",1,2017-09-07,"14.798","0","14.798","9/2017",198.2932,"","","0.448","31.437","169774.469","31.885","15.64","9/2017","30.86","983.9711","3533128.91971001"
"251",1,2017-09-08,"15.372","0","15.372","9/2017",205.9848,"","","38.528","29.66","170734.469","40","12.83","9/2017","33.67","1346.8","3560553.31971001"
"252",1,2017-09-09,"15.08","0","15.08","9/2017",202.072,"","","39.088","32.306","171694.469","40","13","9/2017","33.5","1340","3591287.71971001"
"253",1,2017-09-10,"15.053","0","15.053","9/2017",201.7102,"","","38.416","31.928","172654.469","40","10.16","9/2017","36.34","1453.6","3624276.91971001"
"254",1,2017-09-11,"15.347","0","15.347","9/2017",205.6498,"","","38.416","31.941","173614.469","40","10.53","9/2017","35.97","1438.8","3657432.11971002"
"255",1,2017-09-12,"15.16","0","15.16","9/2017",203.144,"","","39.312","25.691","174574.469","40","12.05","9/2017","34.45","1378","3688492.51971002"
"256",1,2017-09-13,"14.731","0","14.731","9/2017",197.3954,"","","38.08","30.958","175534.469","40","15.09","9/2017","31.41","1256.4","3715057.71971002"
"257",1,2017-09-14,"14.954","0","14.954","9/2017",200.3836,"","","35.392","32.117","176494.469","40","14.19","9/2017","32.31","1292.4","3740282.51971002"
"258",1,2017-09-15,"15.158","0","15.158","9/2017",203.1172,"","","35.616","31.941","177454.469","40","16.96","9/2017","29.54","1181.6","3763696.51971002"
"259",1,2017-09-16,"15.118","0","15.118","9/2017",202.5812,"","","36.512","32.533","178414.469","40","18.94","9/2017","27.56","1102.4","3787500.51971002"
"260",1,2017-09-17,"0","0","0","9/2017",0,"","","35.28","31.424","179374.469","40","21.17","9/2017","25.33","1013.2","3813453.31971002"
"261",1,2017-09-18,"0","0","0","9/2017",0,"","","35.952","30.731","180334.469","40","15.41","9/2017","31.09","1243.6","3838553.71971001"
"262",1,2017-09-19,"0","0","0","9/2017",0,"","","32.48","32.155","181294.469","40","23.65","9/2017","22.85","914","3860591.31971001"
"263",1,2017-09-20,"0","0","0","9/2017",0,"","","33.6","31.954","182254.469","40","17.22","9/2017","29.28","1171.2","3879408.91971001"
"264",1,2017-09-21,"0","0","0","9/2017",0,"","","33.488","32.256","183214.469","40","23.01","9/2017","23.49","939.6","3895709.71971001"
"265",1,2017-09-22,"0","0","0","9/2017",0,"","","35.168","31.059","184174.469","40","19.97","9/2017","26.53","1061.2","3911517.71971001"
"266",1,2017-09-23,"0","0","0","9/2017",0,"","","34.608","29.194","185134.469","40","19.25","9/2017","27.25","1090","3930674.11971001"
"267",1,2017-09-24,"0","0","0","9/2017",0,"","","34.384","28.476","186094.469","40","20.08","9/2017","26.42","1056.8","3952281.71971001"
"268",1,2017-09-25,"0","0","0","9/2017",0,"","","34.72","28.93","187054.469","40","22.44","9/2017","24.06","962.4","3969186.51971001"
"269",1,2017-09-26,"0","0","0","9/2017",0,"","","35.168","28.539","188014.469","40","25.26","9/2017","21.24","849.6","3962621.31971001"
"270",1,2017-09-27,"0","0","0","9/2017",0,"","","36.848","28.048","188974.469","40","25.37","9/2017","21.13","845.2","3960856.91971001"
"271",1,2017-09-28,"0","0","0","9/2017",0,"","","38.528","28.073","189934.469","40","23.72","9/2017","22.78","911.2","3959370.11971001"
"272",1,2017-09-29,"0","0","0","9/2017",0,"","","34.608","23.436","190894.469","40","16.72","9/2017","29.78","1191.2","3981249.31971001"
"273",1,2017-09-30,"0","0","0","9/2017",0,"","","37.968","13.835","191854.469","40","10.84","9/2017","35.66","1426.4","4005077.71971001"
"274",1,2017-10-01,"0","0","0","10/2017",0,"","","37.775","0","192752.852","37.775","10.7","10/2017","35.8","1352.345","4032868.62567001"
"275",1,2017-10-02,"0","0","0","10/2017",0,"","","37.094","0","193652.649","37.094","10.74","10/2017","35.76","1326.48144","4063729.24030001"
"276",1,2017-10-03,"0","0","0","10/2017",0,"","","38.752","0","194556.356","38.752","17.12","10/2017","29.38","1138.53376","4087517.49430001"
"277",1,2017-10-04,"0","0","0","10/2017",0,"","","38.111","0","195419.295","38.111","20.05","10/2017","26.45","1008.03595","4105640.69982001"
"278",1,2017-10-05,"0","0","0","10/2017",0,"","","38.273","0","196323.853","38.273","17.98","10/2017","28.52","1091.54596","4126059.79386001"
"279",1,2017-10-06,"0","0","0","10/2017",0,"","","39.026","0","197238.132","39.026","18.25","10/2017","28.25","1102.4845","4141007.45327001"
"280",1,2017-10-07,"0","0","0","10/2017",0,"","","38.111","0","198154","38.111","22.49","10/2017","24.01","915.04511","4158566.22671001"
"281",1,2017-10-08,"0","0","0","10/2017",0,"","","37.862","0","199074.868","37.862","13.87","10/2017","32.63","1235.43706","4178803.21904001"
"282",1,2017-10-09,"0","0","0","10/2017",0,"","","37.136","0","199986.059","37.136","24.92","10/2017","21.58","801.39488","4195479.90811001"
"283",1,2017-10-10,"0","0","0","10/2017",0,"","","0","0","200594.711","0","35.54","10/2017","10.96","0","4201119.33487001"
"284",1,2017-10-11,"0","0","0","10/2017",0,"","","0","0","200594.711","0","20.81","10/2017","25.69","0","4201119.33487001"
"285",1,2017-10-12,"0","0","0","10/2017",0,"","","39.074","0","201001.733","39.074","23.74","10/2017","22.76","889.32424","4208285.97459001"
"286",1,2017-10-13,"0","0","0","10/2017",0,"","","38.976","0","201911.121","38.976","26.44","10/2017","20.06","781.85856","4225415.93691001"
"287",1,2017-10-14,"0","0","0","10/2017",0,"","","38.727","0","202828.581","38.727","24.2","10/2017","22.3","863.6121","4238147.87192001"
"288",1,2017-10-15,"0","0","0","10/2017",0,"","","37.965","12.587","203755.511","40","31","10/2017","15.5","620","4245900.60180001"
"289",1,2017-10-16,"0","0","0","10/2017",0,"","","32.306","13.646","204708.905","40","25.17","10/2017","21.33","853.2","4252820.80536001"
"290",1,2017-10-17,"0","0","0","10/2017",0,"","","37.615","25.439","205668.905","40","23.45","10/2017","23.05","922","4262574.80536001"
"291",1,2017-10-18,"0","0","0","10/2017",0,"","","26.407","23.348","206628.905","40","21.82","10/2017","24.68","987.2","4274398.80536001"
"292",1,2017-10-19,"0","0","0","10/2017",0,"","","38.153","28.451","207588.905","40","20.89","10/2017","25.61","1024.4","4289896.40536001"
"293",1,2017-10-20,"0","0","0","10/2017",0,"","","38.693","30.303","208548.905","40","19.79","10/2017","26.71","1068.4","4307459.20536001"
"294",1,2017-10-21,"11.574","0","11.574","10/2017",155.0916,"","","0.692","30.92","209500.517","31.612","17.09","10/2017","29.41","929.70892","4326484.51428001"
"295",1,2017-10-22,"11.81","0","11.81","10/2017",158.254,"","","0","30.744","210209.505","30.744","18.14","10/2017","28.36","871.89984","4344385.11317001"
"296",1,2017-10-23,"12.136","0","12.136","10/2017",162.6224,"","","0","30.391","210928.398","30.391","21.08","10/2017","25.42","772.53922","4360889.97549001"
"297",1,2017-10-24,"12.717","0","12.717","10/2017",170.4078,"","","0","30.946","211655.256","30.946","18.31","10/2017","28.19","872.36774","4372730.17061001"
"298",1,2017-10-25,"14.933","0","14.933","10/2017",200.1022,"","","0","31.664","212409.115","31.664","14.91","10/2017","31.59","1000.26576","4381159.03558"
"299",1,2017-10-26,"16.265","0","16.265","10/2017",217.951,"","","0","31.336","213168.795","31.336","21.98","10/2017","24.52","768.35872","4391754.0219"
"300",1,2017-10-27,"14.9184","0","14.9184","10/2017",199.90656,"","","0","30.883","213924","30.883","10.19","10/2017","36.31","1121.36173","4405464.22783"
"301",1,2017-10-28,"17.262","0","17.262","10/2017",231.3108,"","","0","32.634","214692.851","32.634","19.07","10/2017","27.43","895.15062","4423843.28177"
"302",1,2017-10-29,"16.767","0","16.767","10/2017",224.6778,"","","23.979","30.769","215470.185","40","12.28","10/2017","34.22","1368.8","4444319.08926"
"303",1,2017-10-30,"16.7238","0","16.7238","10/2017",224.09892,"","","37.724","30.026","216430.185","40","-1.31","10/2017","47.81","1912.4","4471420.68926"
"304",1,2017-10-31,"17.696","0","17.696","10/2017",237.1264,"","","35.053","32.269","217390.185","40","-5.09","10/2017","51.59","2063.6","4501770.68926"
"305",1,2017-11-01,"18.36","0","18.36","11/2017",246.024,"","","36.579","29.925","218350.185","40","19.47","11/2017","27.03","1081.2","4532789.48926"
"306",1,2017-11-02,"19.766","0","19.766","11/2017",264.8644,"","","38.382","31.777","219310.185","40","12.62","11/2017","33.88","1355.2","4552980.68926"
"307",1,2017-11-03,"19.935","0","19.935","11/2017",267.129,"","","39.108","30.908","220270.185","40","0","11/2017","46.5","1860","4583541.08926"
"308",1,2017-11-04,"19.789","0","19.789","11/2017",265.1726,"","","18.452","31.387","221230.185","40","-2.01","11/2017","48.51","1940.4","4618228.28926"
"309",1,2017-11-05,"19.57","0","19.57","11/2017",262.238,"","","14.067","30.164","222190.185","40","4.24","11/2017","42.26","1690.4","4651161.88926"
"310",1,2017-11-06,"19.604","0","19.604","11/2017",262.6936,"","","13.488","30.341","223190.185","40","10.33","11/2017","36.17","1446.8","4685095.08926"
"311",1,2017-11-07,"0","0","0","11/2017",0,"","","25.48","30.152","224150.185","40","23.58","11/2017","22.92","916.8","4708333.08926"
"312",1,2017-11-08,"0","0","0","11/2017",0,"","","38.024","31.979","225110.185","40","22.41","11/2017","24.09","963.6","4725237.48926"
"313",1,2017-11-09,"0","0","0","11/2017",0,"","","39.169","31.84","226070.185","40","26.72","11/2017","19.78","791.2","4740832.68926"
"314",1,2017-11-10,"0","0","0","11/2017",0,"","","38.73","31.966","227030.185","40","26.66","11/2017","19.84","793.6","4753757.48926"
"315",1,2017-11-11,"0","0","0","11/2017",0,"","","36.674","32.017","227990.185","40","74.65","11/2017","-28.15","-1126","4745875.08926"
"316",1,2017-11-12,"0","0","0","11/2017",0,"","","38.447","32.105","228950.185","40","60.13","11/2017","-13.63","-545.2","4724854.68926001"
"317",1,2017-11-13,"0","0","0","11/2017",0,"","","38.78","31.084","229890.363","40","53.91","11/2017","-7.41","-296.4","4720959.48903"
"318",1,2017-11-14,"0","0","0","11/2017",0,"","","36.19","32.546","230850.363","40","38.34","11/2017","8.16","326.4","4703048.28903"
"319",1,2017-11-15,"12.254","0","12.254","11/2017",164.2036,"","","34.126","32.319","231810.363","40","28.8","11/2017","17.7","708","4700835.88903"
"320",1,2017-11-16,"16.259","0","16.259","11/2017",217.8706,"","","34.7","32.836","232770.363","40","30.46","11/2017","16.04","641.6","4706926.28903"
"321",1,2017-11-17,"17.2458","0","17.2458","11/2017",231.09372,"","","37.638","32.659","233730.363","40","21.89","11/2017","24.61","984.4","4715650.68903"
"322",1,2017-11-18,"18.7614","0","18.7614","11/2017",251.40276,"","","37.388","0","234639.788","37.388","28.59","11/2017","17.91","669.61908","4728411.30593"
"323",1,2017-11-19,"18.6156","0","18.6156","11/2017",249.44904,"","","37.716","0","235554.963","37.716","23.78","11/2017","22.72","856.90752","4742774.02083"
"324",1,2017-11-20,"17.415","0","17.415","11/2017",233.361,"","","37.271","0","236447.897","37.271","25.61","11/2017","20.89","778.59119","4759263.90091"
"325",1,2017-11-21,"19.2294","0","19.2294","11/2017",257.67396,"","","38.707","32.395","237369.817","40","25.66","11/2017","20.84","833.6","4768607.46493"
"326",1,2017-11-22,"19.305","0","19.305","11/2017",258.687,"","","38.315","31.865","238329.817","40","18.07","11/2017","28.43","1137.2","4786997.86493"
"327",1,2017-11-23,"19.319","0","19.319","11/2017",258.8746,"","","38.329","32.836","239289.817","40","22.54","11/2017","23.96","958.4","4804137.06493"
"328",1,2017-11-24,"19.355","0","19.355","11/2017",259.357,"","","38.094","31.424","240249.817","40","23.46","11/2017","23.04","921.6","4823015.06493"
"329",1,2017-11-25,"19.476","0","19.476","11/2017",260.9784,"","","38.66","32.256","241209.817","40","23.86","11/2017","22.64","905.6","4844128.66493"
"330",1,2017-11-26,"19.192","0","19.192","11/2017",257.1728,"","","38.718","32.81","242169.817","40","23.19","11/2017","23.31","932.4","4865496.66493"
"331",1,2017-11-27,"19.384","0","19.384","11/2017",259.7456,"","","38.195","32.609","243129.817","40","21.51","11/2017","24.99","999.6","4884132.26493"
"332",1,2017-11-28,"19.093","0","19.093","11/2017",255.8462,"","","37.747","6.464","244089.817","40","15.01","11/2017","31.49","1259.6","4916267.06492999"
"333",1,2017-11-29,"18.983","0","18.983","11/2017",254.3722,"","","38.352","0","245004.056","38.352","-5.1","11/2017","51.6","1978.9632","4943050.36209999"
