Country,State,Time,Commodity,Total Value ($US),Containerized Vessel Total Exports SWT (kg),Containerized Vessel Total Exports Value ($US)
China,Maine,Jan-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","491,894",,
China,Maine,Feb-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","266,924",,
China,Maine,Mar-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","309,247",,
China,Maine,Apr-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","157,373",,
China,Maine,May-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","327,836",,
China,Maine,Jun-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","142,603",,
China,Maine,Jul-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","101,439",,
China,Maine,Aug-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","270,641",,
China,Maine,Sep-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","832,766",,
China,Maine,Oct-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,331,670",,
China,Maine,Nov-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,787,313",,
China,Maine,Dec-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,859,866",,
China,Maine,Jan-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,260,223",,
China,Maine,Feb-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,377,617",,
China,Maine,Mar-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","622,311",,
China,Maine,Apr-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","890,914",,
China,Maine,May-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","837,671",,
China,Maine,Jun-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","561,489",,
China,Maine,Jul-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","809,248",,
China,Maine,Aug-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","929,526",,
China,Maine,Sep-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,574,555",,
China,Maine,Oct-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,247,031",,
China,Maine,Nov-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,277,757",,
China,Maine,Dec-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,098,165",,
China,Maine,Jan-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,046,558",,
China,Maine,Feb-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,105,144",,
China,Maine,Mar-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","777,927",,
China,Maine,Apr-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","397,504",,
China,Maine,May-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,071,068",,
China,Maine,Jun-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","678,270",,
China,Maine,Jul-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","791,126",,
China,Maine,Aug-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","802,520",,
China,Maine,Sep-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,654,858",,
China,Maine,Oct-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,662,043",,
China,Maine,Nov-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,800,690",,
China,Maine,Dec-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,190,419",,
China,Maine,Jan-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","856,023",,
China,Maine,Feb-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,537,391",,
China,Maine,Mar-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","551,653",,
China,Maine,Apr-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","791,243",,
China,Maine,May-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","860,406",,
China,Maine,Jun-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","757,592",,
China,Maine,Jul-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","392,731",,
China,Maine,Aug-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","639,552",,
China,Maine,Sep-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,107,411",,
China,Maine,Oct-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,334,901",,
China,Maine,Nov-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,409,148",,
China,Maine,Dec-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,348,901",,
China,Maine,Jan-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,792,741",,
China,Maine,Feb-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,657,789",,
China,Maine,Mar-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,797,898",,
China,Maine,Apr-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,300,905",,
China,Maine,May-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","863,513",,
China,Maine,Jun-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","585,574",,
China,Maine,Jul-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","966,888",,
China,Maine,Aug-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,856,174",,
China,Maine,Sep-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,071,804",,
China,Maine,Oct-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,464,665",,
China,Maine,Nov-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,130,944",,
China,Maine,Dec-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,591,888",,
China,Maine,Jan-17,"030632 Lobsters, Live, Fresh,or Chilled","5,621,934",,
China,Maine,Feb-17,"030632 Lobsters, Live, Fresh,or Chilled","1,797,230",,
China,Maine,Mar-17,"030632 Lobsters, Live, Fresh,or Chilled","1,454,440",,
China,Maine,Apr-17,"030632 Lobsters, Live, Fresh,or Chilled","1,829,419",,
China,Maine,May-17,"030632 Lobsters, Live, Fresh,or Chilled","1,752,280",,
China,Maine,Jun-17,"030632 Lobsters, Live, Fresh,or Chilled","2,517,507",,
China,Maine,Jul-17,"030632 Lobsters, Live, Fresh,or Chilled","2,767,854",,
China,Maine,Aug-17,"030632 Lobsters, Live, Fresh,or Chilled","5,261,239",,
China,Maine,Sep-17,"030632 Lobsters, Live, Fresh,or Chilled","7,740,190",,
China,Maine,Oct-17,"030632 Lobsters, Live, Fresh,or Chilled","8,639,386",,
China,Maine,Nov-17,"030632 Lobsters, Live, Fresh,or Chilled","7,996,900",,
China,Maine,Dec-17,"030632 Lobsters, Live, Fresh,or Chilled","8,169,711",,
China,Maine,Jan-18,"030632 Lobsters, Live, Fresh,or Chilled","9,305,973",,
China,Maine,Feb-18,"030632 Lobsters, Live, Fresh,or Chilled","11,814,400",,
China,Maine,Mar-18,"030632 Lobsters, Live, Fresh,or Chilled","4,876,825",,
China,Maine,Apr-18,"030632 Lobsters, Live, Fresh,or Chilled","4,553,728",,
China,Maine,May-18,"030632 Lobsters, Live, Fresh,or Chilled","4,956,434",,
China,Maine,Jun-18,"030632 Lobsters, Live, Fresh,or Chilled","4,737,890",,
China,Maine,Jul-18,"030632 Lobsters, Live, Fresh,or Chilled","1,000,799",,
China,Maine,Aug-18,"030632 Lobsters, Live, Fresh,or Chilled","784,316",,
China,Maine,Sep-18,"030632 Lobsters, Live, Fresh,or Chilled","1,398,973",,
China,Maine,Oct-18,"030632 Lobsters, Live, Fresh,or Chilled","4,900,326",,
China,Maine,Nov-18,"030632 Lobsters, Live, Fresh,or Chilled","4,078,913",,
China,Maine,Dec-18,"030632 Lobsters, Live, Fresh,or Chilled","920,431",,
China,Maine,Jan-19,"030632 Lobsters, Live, Fresh,or Chilled","2,123,587",,
China,Maine,Feb-19,"030632 Lobsters, Live, Fresh,or Chilled","1,225,092",,
China,Maine,Mar-19,"030632 Lobsters, Live, Fresh,or Chilled","929,718",,
China,Maine,Apr-19,"030632 Lobsters, Live, Fresh,or Chilled","988,361",,
China,Maine,May-19,"030632 Lobsters, Live, Fresh,or Chilled","990,599",,
China,Maine,Jun-19,"030632 Lobsters, Live, Fresh,or Chilled","1,543,181",,
Czech Republic,Maine,Aug-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,471",,
Czech Republic,Maine,Sep-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,562",,
Czech Republic,Maine,Oct-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,550",,
Denmark,Maine,Nov-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,108",,
Denmark,Maine,Dec-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","18,508",,
Denmark,Maine,Jun-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,945",,
Denmark,Maine,Jul-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,725",,
Denmark,Maine,Aug-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,600",,
Denmark,Maine,Jan-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,160",,
Denmark,Maine,Feb-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","25,200",,
Denmark,Maine,Mar-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","45,976",,
Denmark,Maine,Apr-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","36,176",,
Denmark,Maine,May-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","44,436",,
Denmark,Maine,Jun-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","56,966",,
Denmark,Maine,Jul-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","37,581",,
Denmark,Maine,Aug-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","46,158",,
Denmark,Maine,Sep-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","29,235",,
Denmark,Maine,Oct-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","42,195",,
Denmark,Maine,Nov-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,440",,
Denmark,Maine,Jan-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,720",,
Denmark,Maine,Feb-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","7,635",,
Denmark,Maine,Mar-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","42,000",,
Denmark,Maine,Apr-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,846",,
Denmark,Maine,Dec-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,534",,
Denmark,Maine,Feb-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,440",,
Denmark,Maine,Mar-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,720",,
Denmark,Maine,Oct-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","30,720",,
Finland,Maine,Dec-18,"030632 Lobsters, Live, Fresh,or Chilled","12,135",,
France,Maine,Jan-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","16,388",,
France,Maine,May-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","25,443",,
France,Maine,Jul-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","49,829",,
France,Maine,Aug-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","25,077",,
France,Maine,Sep-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","44,552",,
France,Maine,Oct-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","24,002",,
France,Maine,Nov-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","24,414",,
France,Maine,Dec-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","363,032",,
France,Maine,Sep-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","43,353",,
France,Maine,Oct-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","111,483",,
France,Maine,Nov-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","169,526",,
France,Maine,Dec-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","680,788",,
France,Maine,Jan-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","90,309",,
France,Maine,Feb-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","208,638",,
France,Maine,Mar-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","165,980",,
France,Maine,Apr-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","240,338",,
France,Maine,May-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","131,663",,
France,Maine,Jun-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","190,772",,
France,Maine,Jul-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","80,336",,
France,Maine,Aug-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","69,322",,
France,Maine,Sep-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","41,990",,
France,Maine,Oct-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,585",,
France,Maine,Nov-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","147,787",,
France,Maine,Dec-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","82,385",,
France,Maine,Jan-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,050",,
France,Maine,Feb-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","47,178",,
France,Maine,Mar-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","7,990",,
France,Maine,May-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","36,000",,
France,Maine,Jun-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","31,300",,
France,Maine,Dec-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","182,618",,
France,Maine,Jan-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","28,240",,
France,Maine,Mar-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","24,480",,
France,Maine,Apr-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","30,975",,
France,Maine,May-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","20,163",,
France,Maine,Jul-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","32,822",,
France,Maine,Oct-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,640",,
France,Maine,Nov-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","12,690",,
France,Maine,Dec-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","36,000",,
France,Maine,Mar-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","28,703",,
France,Maine,Nov-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","22,320",,
France,Maine,Dec-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","131,952",,
France,Maine,Jan-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","91,620",,
France,Maine,Feb-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","79,720",,
France,Maine,Mar-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","119,630",,
France,Maine,Apr-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","135,224",,
France,Maine,May-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","89,356",,
France,Maine,Jun-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","110,584",,
France,Maine,Jul-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","95,440",,
France,Maine,Aug-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","47,316",,
France,Maine,Sep-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","26,460",,
France,Maine,Nov-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,640",,
France,Maine,Dec-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","107,280",,
France,Maine,Feb-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,160",,
France,Maine,Mar-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","36,720",,
France,Maine,May-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","23,040",,
France,Maine,Jun-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","20,160",,
France,Maine,Jul-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","56,805",,
France,Maine,Aug-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,600",,
France,Maine,Sep-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","47,263",,
France,Maine,Oct-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","38,410",,
France,Maine,Nov-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","36,425",,
France,Maine,Dec-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","168,632",,
France,Maine,Jan-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","53,200",,
France,Maine,Feb-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","25,104",,
France,Maine,Mar-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","53,675",,
France,Maine,Apr-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","39,468",,
France,Maine,Jun-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","33,840",,
France,Maine,Jul-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","38,268",,
France,Maine,Aug-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","52,916",,
France,Maine,Sep-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","54,468",,
France,Maine,Oct-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","32,932",,
France,Maine,Nov-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","118,018",,
France,Maine,Dec-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","223,892",,
France,Maine,Jan-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","36,767",,
France,Maine,Feb-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","31,100",,
France,Maine,Mar-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","12,480",,
France,Maine,Apr-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","53,382",,
France,Maine,May-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","26,586",,
France,Maine,Jun-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","69,134",,
France,Maine,Jul-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","26,775",,
France,Maine,Aug-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","66,894",,
France,Maine,Sep-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","95,851",,
France,Maine,Oct-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","80,360",,
France,Maine,Nov-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","114,069",,
France,Maine,Dec-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","221,530",,
France,Maine,Jan-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","16,772",,
France,Maine,Feb-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","43,347",,
France,Maine,Mar-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","29,736",,
France,Maine,Apr-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","78,904",,
France,Maine,May-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","135,829",,
France,Maine,Jun-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","30,007",,
France,Maine,Jul-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","85,153",,
France,Maine,Aug-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,240",,
France,Maine,Sep-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","99,720",,
France,Maine,Oct-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","59,464",,
France,Maine,Nov-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","143,517",,
France,Maine,Dec-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","599,245",,
France,Maine,Jan-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","155,735",,
France,Maine,Feb-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","93,113",,
France,Maine,Mar-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,459",,
France,Maine,Apr-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,106",,
France,Maine,May-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,303",,
France,Maine,Jun-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","251,144",,
France,Maine,Jul-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","107,155",,
France,Maine,Aug-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","32,452",,
France,Maine,Sep-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,972",,
France,Maine,Nov-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,906",,
France,Maine,Dec-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","427,417",,
France,Maine,Jan-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","40,236",,
France,Maine,Feb-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","171,468",,
France,Maine,Mar-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","46,942",,
France,Maine,Apr-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","31,864",,
France,Maine,May-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,482",,
France,Maine,Jun-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","76,106",,
France,Maine,Aug-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","113,469",,
France,Maine,Sep-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","52,622",,
France,Maine,Oct-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","78,904",,
France,Maine,Nov-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","106,166",,
France,Maine,Dec-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","443,611",,
France,Maine,Jan-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","81,108",,
France,Maine,Feb-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","159,221",,
France,Maine,Mar-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","102,811",,
France,Maine,Apr-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","17,024",,
France,Maine,May-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","51,912",,
France,Maine,Jun-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","36,160",,
France,Maine,Jul-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","37,840",,
France,Maine,Aug-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","42,480",,
France,Maine,Sep-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","68,220",,
France,Maine,Oct-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","43,200",,
France,Maine,Nov-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","18,880",,
France,Maine,Dec-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","258,636",,
France,Maine,Jan-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","67,750",,
France,Maine,Feb-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","116,858",,
France,Maine,Mar-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","96,678",,
France,Maine,Apr-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","42,583",,
France,Maine,May-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","56,491",,
France,Maine,Jun-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","25,844",,
France,Maine,Jul-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","89,377",,
France,Maine,Aug-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","61,787",,
France,Maine,Sep-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","51,048",,
France,Maine,Oct-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","33,306",,
France,Maine,Nov-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","68,368",,
France,Maine,Dec-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","425,967",,
France,Maine,Jan-17,"030632 Lobsters, Live, Fresh,or Chilled","163,095",,
