Country,State,Time,Commodity,Total Value ($US),Containerized Vessel Total Exports SWT (kg),Containerized Vessel Total Exports Value ($US)
Switzerland,Maine,Feb-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","11,979",,
Switzerland,Maine,Mar-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","11,732",,
Switzerland,Maine,Apr-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,174",,
Switzerland,Maine,May-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","11,562",,
Switzerland,Maine,Jun-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,912",,
Switzerland,Maine,Feb-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,037",,
Switzerland,Maine,Apr-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,330",,
United Kingdom,Maine,Sep-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","159,000","28,596","159,000"
United Kingdom,Maine,Jan-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","159,681","28,719","159,681"
United Kingdom,Maine,Sep-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,989",,
United Kingdom,Maine,Apr-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","54,248",,
United Kingdom,Maine,Jun-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","15,000",,
United Kingdom,Maine,Jul-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","17,200",,
United Kingdom,Maine,Aug-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","53,000",,
United Kingdom,Maine,Sep-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","48,560",,
United Kingdom,Maine,Oct-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,100",,
United Kingdom,Maine,Nov-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","15,000",,
United Kingdom,Maine,Jul-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","18,480",,
United Kingdom,Maine,Sep-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,207",,
United Kingdom,Maine,Oct-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,542",,
United Kingdom,Maine,Sep-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","113,020",,
United Kingdom,Maine,Oct-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","148,165",,
United Kingdom,Maine,Nov-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","74,090",,
United Kingdom,Maine,Dec-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","208,144",,
United Kingdom,Maine,Jan-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","89,600",,
United Kingdom,Maine,Feb-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","85,680",,
United Kingdom,Maine,Mar-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","73,920",,
United Kingdom,Maine,Apr-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","92,440",,
United Kingdom,Maine,May-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","92,450",,
United Kingdom,Maine,Jun-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","110,940",,
United Kingdom,Maine,Jul-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","126,450",,
United Kingdom,Maine,Aug-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","92,450",,
United Kingdom,Maine,Sep-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","73,960",,
United Kingdom,Maine,Oct-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","127,572",,
United Kingdom,Maine,Nov-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","160,272",,
United Kingdom,Maine,Dec-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","201,600",,
United Kingdom,Maine,Jan-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","120,960",,
United Kingdom,Maine,Feb-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","129,430",,
United Kingdom,Maine,Mar-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","111,990",,
United Kingdom,Maine,Apr-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","113,040",,
United Kingdom,Maine,May-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","37,680",,
United Kingdom,Maine,Jun-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","75,360",,
United Kingdom,Maine,Jul-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","18,840",,
United Kingdom,Maine,Aug-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","37,680",,
United Kingdom,Maine,Sep-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","205,008",,
United Kingdom,Maine,Oct-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","43,090",,
United Kingdom,Maine,Nov-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","181,060",,
United Kingdom,Maine,Dec-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","383,200",,
United Kingdom,Maine,Jan-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","244,720",,
United Kingdom,Maine,Feb-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","277,840",,
United Kingdom,Maine,Mar-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","290,000",,
United Kingdom,Maine,Apr-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","185,896",,
United Kingdom,Maine,May-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","156,704",,
United Kingdom,Maine,Jun-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","188,376",,
United Kingdom,Maine,Jul-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","221,871",,
United Kingdom,Maine,Aug-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","203,561",,
United Kingdom,Maine,Sep-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","460,310","9,715","206,640"
United Kingdom,Maine,Oct-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","174,576",,
United Kingdom,Maine,Nov-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","190,988",,
United Kingdom,Maine,Dec-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","204,738",,
United Kingdom,Maine,Jan-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","181,248",,
United Kingdom,Maine,Feb-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","241,664",,
United Kingdom,Maine,Mar-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","242,752",,
United Kingdom,Maine,Apr-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","149,952",,
United Kingdom,Maine,May-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","205,888",,
United Kingdom,Maine,Jun-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","192,640",,
United Kingdom,Maine,Jul-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","176,960",,
United Kingdom,Maine,Aug-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","93,904",,
United Kingdom,Maine,Sep-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","144,704",,
United Kingdom,Maine,Oct-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","293,713",,
United Kingdom,Maine,Nov-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","268,350",,
United Kingdom,Maine,Dec-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","381,045",,
United Kingdom,Maine,Jan-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","482,807",,
United Kingdom,Maine,Feb-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","471,618",,
United Kingdom,Maine,Mar-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","294,312",,
United Kingdom,Maine,Apr-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","196,443",,
United Kingdom,Maine,May-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","217,390",,
United Kingdom,Maine,Jun-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","274,076",,
United Kingdom,Maine,Jul-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","343,163",,
United Kingdom,Maine,Aug-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","216,871",,
United Kingdom,Maine,Sep-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","380,735",,
United Kingdom,Maine,Oct-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","371,637",,
United Kingdom,Maine,Nov-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","402,384",,
United Kingdom,Maine,Dec-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","562,951",,
United Kingdom,Maine,Jan-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","171,242",,
United Kingdom,Maine,Feb-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","297,884",,
United Kingdom,Maine,Mar-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","193,800",,
United Kingdom,Maine,Apr-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","175,420",,
United Kingdom,Maine,May-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","230,944",,
United Kingdom,Maine,Jun-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","114,104",,
United Kingdom,Maine,Jul-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","166,751",,
United Kingdom,Maine,Aug-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","176,362",,
United Kingdom,Maine,Sep-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","256,022",,
United Kingdom,Maine,Oct-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","248,964",,
United Kingdom,Maine,Nov-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","177,219",,
United Kingdom,Maine,Dec-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","397,449",,
United Kingdom,Maine,Jan-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","198,728",,
United Kingdom,Maine,Feb-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","164,868",,
United Kingdom,Maine,Mar-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","195,762",,
United Kingdom,Maine,Apr-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","147,576",,
United Kingdom,Maine,May-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","267,494",,
United Kingdom,Maine,Jun-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","162,028",,
United Kingdom,Maine,Jul-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","112,663",,
United Kingdom,Maine,Aug-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","197,186",,
United Kingdom,Maine,Sep-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","357,039",,
United Kingdom,Maine,Oct-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","258,940",,
United Kingdom,Maine,Nov-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","286,207",,
United Kingdom,Maine,Dec-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","550,008",,
United Kingdom,Maine,Jan-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","161,251",,
United Kingdom,Maine,Feb-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","265,027",,
United Kingdom,Maine,Mar-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","179,394",,
United Kingdom,Maine,Apr-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","133,093",,
United Kingdom,Maine,May-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","57,164",,
United Kingdom,Maine,Jun-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","75,063",,
United Kingdom,Maine,Jul-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","16,815",,
United Kingdom,Maine,Aug-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","40,320",,
United Kingdom,Maine,Sep-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","121,020",,
United Kingdom,Maine,Oct-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","23,701",,
United Kingdom,Maine,Dec-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","102,152",,
United Kingdom,Maine,Jan-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,412",,
United Kingdom,Maine,Feb-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","44,480",,
United Kingdom,Maine,Apr-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,400",,
United Kingdom,Maine,Jun-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,400",,
United Kingdom,Maine,Oct-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","28,800",,
United Kingdom,Maine,Dec-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","21,600",,
United Kingdom,Maine,Feb-17,"030632 Lobsters, Live, Fresh,or Chilled","11,408",,
United Kingdom,Maine,Mar-17,"030632 Lobsters, Live, Fresh,or Chilled","16,800",,
United Kingdom,Maine,May-17,"030632 Lobsters, Live, Fresh,or Chilled","12,615",,
United Kingdom,Maine,Sep-18,"030632 Lobsters, Live, Fresh,or Chilled","172,501",,
United Kingdom,Maine,Oct-18,"030632 Lobsters, Live, Fresh,or Chilled","181,692",,
United Kingdom,Maine,Nov-18,"030632 Lobsters, Live, Fresh,or Chilled","259,493",,
United Kingdom,Maine,Dec-18,"030632 Lobsters, Live, Fresh,or Chilled","263,404",,
United Kingdom,Maine,Jan-19,"030632 Lobsters, Live, Fresh,or Chilled","89,731",,
United Kingdom,Maine,Feb-19,"030632 Lobsters, Live, Fresh,or Chilled","25,400",,
United Kingdom,Maine,Mar-19,"030632 Lobsters, Live, Fresh,or Chilled","3,584",,
United Kingdom,Maine,Apr-19,"030632 Lobsters, Live, Fresh,or Chilled","15,376",,
